TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC	LEVENSHTEIN	DATE
we	O	O									1790-01-02 00:00:00
now	O	O									1790-01-02 00:00:00
fend	O	O									1790-01-02 00:00:00
# segment_iiif_link											
forward	O	O									1790-01-02 00:00:00
propolitions	O	O									1790-01-02 00:00:00
inadequate	O	O									1790-01-02 00:00:00
to	O	O									1790-01-02 00:00:00
the	O	O									1790-01-02 00:00:00
purpofe	O	O									1790-01-02 00:00:00
# segment_iiif_link											
of	O	O									1790-01-02 00:00:00
real	O	O									1790-01-02 00:00:00
and	O	O									1790-01-02 00:00:00
fubftantial	O	O									1790-01-02 00:00:00
Amendments	O	O									1790-01-02 00:00:00
,	O	O									1790-01-02 00:00:00
and	O	O									1790-01-02 00:00:00
fo	O	O									1790-01-02 00:00:00
far	O	O									1790-01-02 00:00:00
# segment_iiif_link											
fhort	O	O									1790-01-02 00:00:00
of	O	O									1790-01-02 00:00:00
the	O	O									1790-01-02 00:00:00
wiihes	O	O									1790-01-02 00:00:00
of	O	O									1790-01-02 00:00:00
our	O	O									1790-01-02 00:00:00
country	O	O									1790-01-02 00:00:00
.	O	O									1790-01-02 00:00:00
By	O	O									1790-01-02 00:00:00
perufing	O	O									1790-01-02 00:00:00
# segment_iiif_link											
the	O	O									1790-01-02 00:00:00
Journal	O	O									1790-01-02 00:00:00
of	O	O									1790-01-02 00:00:00
the	O	O									1790-01-02 00:00:00
Senate	O	O									1790-01-02 00:00:00
,	O	O									1790-01-02 00:00:00
your	O	O									1790-01-02 00:00:00
Excellency	O	O									1790-01-02 00:00:00
will	O	O									1790-01-02 00:00:00
# segment_iiif_link											
fee	O	O									1790-01-02 00:00:00
,	O	O									1790-01-02 00:00:00
that	O	O									1790-01-02 00:00:00
we	O	O									1790-01-02 00:00:00
did	O	O									1790-01-02 00:00:00
,	O	O									1790-01-02 00:00:00
in	O	O									1790-01-02 00:00:00
vain	O	O									1790-01-02 00:00:00
,	O	O									1790-01-02 00:00:00
bring	O	O									1790-01-02 00:00:00
to	O	O									1790-01-02 00:00:00
view	O	O									1790-01-02 00:00:00
the	O	O									1790-01-02 00:00:00
Amend	O	O									1790-01-02 00:00:00
¬	O	O									1790-01-02 00:00:00
# segment_iiif_link											
ments	O	O									1790-01-02 00:00:00
propofed	O	O									1790-01-02 00:00:00
by	O	O									1790-01-02 00:00:00
our	O	O									1790-01-02 00:00:00
Convention	O	O									1790-01-02 00:00:00
,	O	O									1790-01-02 00:00:00
and	O	O									1790-01-02 00:00:00
approv	O	O									1790-01-02 00:00:00
¬	O	O									1790-01-02 00:00:00
# segment_iiif_link											
ed	O	O									1790-01-02 00:00:00
by	O	O									1790-01-02 00:00:00
the	O	O									1790-01-02 00:00:00
Legiflature	O	O									1790-01-02 00:00:00
.	O	O									1790-01-02 00:00:00
We	O	O									1790-01-02 00:00:00
fltall	O	O									1790-01-02 00:00:00
tranfmit	O	O									1790-01-02 00:00:00
a	O	O									1790-01-02 00:00:00
com	O	O									1790-01-02 00:00:00
¬	O	O									1790-01-02 00:00:00
# segment_iiif_link											
plete	O	O									1790-01-02 00:00:00
let	O	O									1790-01-02 00:00:00
of	O	O									1790-01-02 00:00:00
the	O	O									1790-01-02 00:00:00
Journals	O	O									1790-01-02 00:00:00
of	O	O									1790-01-02 00:00:00
both	O	O									1790-01-02 00:00:00
Houfes	O	O									1790-01-02 00:00:00
of	O	O									1790-01-02 00:00:00
Con	O	O									1790-01-02 00:00:00
-	O	O									1790-01-02 00:00:00
# segment_iiif_link											
grefsto	O	O									1790-01-02 00:00:00
your	O	O									1790-01-02 00:00:00
addrefs	O	O									1790-01-02 00:00:00
,	O	O									1790-01-02 00:00:00
which	O	O									1790-01-02 00:00:00
with	O	O									1790-01-02 00:00:00
a	O	O									1790-01-02 00:00:00
letter	O	O									1790-01-02 00:00:00
accom	O	O									1790-01-02 00:00:00
# segment_iiif_link											
panying	O	O									1790-01-02 00:00:00
them	O	O									1790-01-02 00:00:00
,	O	O									1790-01-02 00:00:00
we	O	O									1790-01-02 00:00:00
entreat	O	O									1790-01-02 00:00:00
your	O	O									1790-01-02 00:00:00
Excellency	O	O									1790-01-02 00:00:00
will	O	O									1790-01-02 00:00:00
# segment_iiif_link											
have	O	O									1790-01-02 00:00:00
the	O	O									1790-01-02 00:00:00
gaodnefs	O	O									1790-01-02 00:00:00
to	O	O									1790-01-02 00:00:00
lay	O	O									1790-01-02 00:00:00
before	O	O									1790-01-02 00:00:00
the	O	O									1790-01-02 00:00:00
Honorable	O	O									1790-01-02 00:00:00
# segment_iiif_link											
Legillature	O	O									1790-01-02 00:00:00
of	O	O									1790-01-02 00:00:00
the	O	O									1790-01-02 00:00:00
enfuing	O	O									1790-01-02 00:00:00
meeting	O	O									1790-01-02 00:00:00
.	O	O									1790-01-02 00:00:00
# segment_iiif_link											
We	O	O									1790-01-02 00:00:00
have	O	O									1790-01-02 00:00:00
the	O	O									1790-01-02 00:00:00
honor	O	O									1790-01-02 00:00:00
,	O	O									1790-01-02 00:00:00
of	O	O									1790-01-02 00:00:00
every	O	O									1790-01-02 00:00:00
(	O	O									1790-01-02 00:00:00
entiment	O	O									1790-01-02 00:00:00
of	O	O									1790-01-02 00:00:00
rc	O	O									1790-01-02 00:00:00
-	O	O									1790-01-02 00:00:00
# segment_iiif_link											
fpeCt	O	O									1790-01-02 00:00:00
,	O	O									1790-01-02 00:00:00
to	O	O									1790-01-02 00:00:00
be	O	O									1790-01-02 00:00:00
,	O	O									1790-01-02 00:00:00
Sir	O	O									1790-01-02 00:00:00
,	O	O									1790-01-02 00:00:00
your	O	O									1790-01-02 00:00:00
Excellency	O	O									1790-01-02 00:00:00
’	O	O									1790-01-02 00:00:00
s	O	O									1790-01-02 00:00:00
moft	O	O									1790-01-02 00:00:00
obedient	O	O									1790-01-02 00:00:00
,	O	O									1790-01-02 00:00:00
# segment_iiif_link											
and	O	O									1790-01-02 00:00:00
very	O	O									1790-01-02 00:00:00
humble	O	O									1790-01-02 00:00:00
fervants	O	O									1790-01-02 00:00:00
,	O	O									1790-01-02 00:00:00
# segment_iiif_link											
RICHARD	B-PERS	O									1790-01-02 00:00:00
HENRY	I-PERS	O									1790-01-02 00:00:00
LEE	I-PERS	O									1790-01-02 00:00:00
# segment_iiif_link											
WILLIAM	I-PERS	O									1790-01-02 00:00:00
GRAYSON	I-PERS	O									1790-01-02 00:00:00
.	O	O									1790-01-02 00:00:00
											
# document_id											
# segment_iiif_link											
PRESIDENT	O	O									1790-02-10 00:00:00
SULL	O	O									1790-02-10 00:00:00
IVAN	O	O									1790-02-10 00:00:00
’	O	O									1790-02-10 00:00:00
s	O	O									1790-02-10 00:00:00
MESSAGE	O	O									1790-02-10 00:00:00
.	O	O									1790-02-10 00:00:00
# segment_iiif_link											
To	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
Hon	B-PERS	O									1790-02-10 00:00:00
.	I-PERS	O									1790-02-10 00:00:00
Senate	I-PERS	O									1790-02-10 00:00:00
and	O	O									1790-02-10 00:00:00
House	O	O									1790-02-10 00:00:00
^	O	O									1790-02-10 00:00:00
/	O	O									1790-02-10 00:00:00
'	O	O									1790-02-10 00:00:00
Represen	O	O									1790-02-10 00:00:00
¬	O	O									1790-02-10 00:00:00
# segment_iiif_link											
tatives	O	O									1790-02-10 00:00:00
,	O	O									1790-02-10 00:00:00
[	O	O									1790-02-10 00:00:00
0	O	O									1790-02-10 00:00:00
/	O	O									1790-02-10 00:00:00
New	B-LOC	O									1790-02-10 00:00:00
-	I-LOC	O									1790-02-10 00:00:00
Hampshire	I-LOC	O									1790-02-10 00:00:00
.	O	O									1790-02-10 00:00:00
]	O	O									1790-02-10 00:00:00
# segment_iiif_link											
Gentlemen	O	O									1790-02-10 00:00:00
,	O	O									1790-02-10 00:00:00
# segment_iiif_link											
H	O	O									1790-02-10 00:00:00
HVING	O	O									1790-02-10 00:00:00
been	O	O									1790-02-10 00:00:00
informed	O	O									1790-02-10 00:00:00
,	O	O									1790-02-10 00:00:00
that	O	O									1790-02-10 00:00:00
doubts	O	O									1790-02-10 00:00:00
have	O	O									1790-02-10 00:00:00
a	O	O									1790-02-10 00:00:00
-	O	O									1790-02-10 00:00:00
# segment_iiif_link											
rifen	O	O									1790-02-10 00:00:00
iu	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
minds	O	O									1790-02-10 00:00:00
of	O	O									1790-02-10 00:00:00
fome	O	O									1790-02-10 00:00:00
,	O	O									1790-02-10 00:00:00
whether	O	O									1790-02-10 00:00:00
my	O	O									1790-02-10 00:00:00
hav	O	O									1790-02-10 00:00:00
¬	O	O									1790-02-10 00:00:00
# segment_iiif_link											
ing	O	O									1790-02-10 00:00:00
accepted	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
office	O	O									1790-02-10 00:00:00
of	O	O									1790-02-10 00:00:00
Diftricft	B-PERS	O									1790-02-10 00:00:00
Judge	I-PERS	O									1790-02-10 00:00:00
has	O	O									1790-02-10 00:00:00
not	O	O									1790-02-10 00:00:00
# segment_iiif_link											
difqualified	O	O									1790-02-10 00:00:00
me	O	O									1790-02-10 00:00:00
from	O	O									1790-02-10 00:00:00
aefling	O	O									1790-02-10 00:00:00
as	O	O									1790-02-10 00:00:00
Prefident	O	O									1790-02-10 00:00:00
of	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
# segment_iiif_link											
State	O	O									1790-02-10 00:00:00
,	O	O									1790-02-10 00:00:00
until	O	O									1790-02-10 00:00:00
a	O	O									1790-02-10 00:00:00
new	O	O									1790-02-10 00:00:00
election	O	O									1790-02-10 00:00:00
takes	O	O									1790-02-10 00:00:00
place	O	O									1790-02-10 00:00:00
,	O	O									1790-02-10 00:00:00
I	O	O									1790-02-10 00:00:00
confefs	O	O									1790-02-10 00:00:00
# segment_iiif_link											
that	O	O									1790-02-10 00:00:00
1	O	O									1790-02-10 00:00:00
have	O	O									1790-02-10 00:00:00
never	O	O									1790-02-10 00:00:00
been	O	O									1790-02-10 00:00:00
able	O	O									1790-02-10 00:00:00
to	O	O									1790-02-10 00:00:00
difcover	O	O									1790-02-10 00:00:00
any	O	O									1790-02-10 00:00:00
in	O	O									1790-02-10 00:00:00
¬	O	O									1790-02-10 00:00:00
# segment_iiif_link											
compatibility	O	O									1790-02-10 00:00:00
in	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
two	O	O									1790-02-10 00:00:00
offices	O	O									1790-02-10 00:00:00
.	O	O									1790-02-10 00:00:00
But	O	O									1790-02-10 00:00:00
as	O	O									1790-02-10 00:00:00
fome	O	O									1790-02-10 00:00:00
# segment_iiif_link											
have	O	O									1790-02-10 00:00:00
attempted	O	O									1790-02-10 00:00:00
to	O	O									1790-02-10 00:00:00
prove	O	O									1790-02-10 00:00:00
this	O	O									1790-02-10 00:00:00
by	O	O									1790-02-10 00:00:00
urging	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
words	O	O									1790-02-10 00:00:00
# segment_iiif_link											
of	O	O									1790-02-10 00:00:00
aConflitution	O	O									1790-02-10 00:00:00
framed	O	O									1790-02-10 00:00:00
for	O	O									1790-02-10 00:00:00
thepurpofe	O	O									1790-02-10 00:00:00
of	O	O									1790-02-10 00:00:00
efta	O	O									1790-02-10 00:00:00
-	O	O									1790-02-10 00:00:00
# segment_iiif_link											
blifhing	O	O									1790-02-10 00:00:00
over	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
people	O	O									1790-02-10 00:00:00
of	O	O									1790-02-10 00:00:00
New	O	O									1790-02-10 00:00:00
-	O	O									1790-02-10 00:00:00
Humpfhire	O	O									1790-02-10 00:00:00
a	O	O									1790-02-10 00:00:00
free	O	O									1790-02-10 00:00:00
,	O	O									1790-02-10 00:00:00
# segment_iiif_link											
fovereign	O	O									1790-02-10 00:00:00
and	O	O									1790-02-10 00:00:00
independent	O	O									1790-02-10 00:00:00
government	O	O									1790-02-10 00:00:00
—	O	O									1790-02-10 00:00:00
1	O	O									1790-02-10 00:00:00
mull	O	O									1790-02-10 00:00:00
# segment_iiif_link											
obferve	O	O									1790-02-10 00:00:00
,	O	O									1790-02-10 00:00:00
that	O	O									1790-02-10 00:00:00
this	O	O									1790-02-10 00:00:00
govennent	O	O									1790-02-10 00:00:00
has	O	O									1790-02-10 00:00:00
[	O	O									1790-02-10 00:00:00
nice	O	O									1790-02-10 00:00:00
been	O	O									1790-02-10 00:00:00
changed	O	O									1790-02-10 00:00:00
# segment_iiif_link											
by	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
voice	O	O									1790-02-10 00:00:00
of	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
people	O	O									1790-02-10 00:00:00
,	O	O									1790-02-10 00:00:00
who	O	O									1790-02-10 00:00:00
have	O	O									1790-02-10 00:00:00
agreed	O	O									1790-02-10 00:00:00
that	O	O									1790-02-10 00:00:00
their	O	O									1790-02-10 00:00:00
# segment_iiif_link											
fafety	O	O									1790-02-10 00:00:00
depended	O	O									1790-02-10 00:00:00
on	O	O									1790-02-10 00:00:00
their	O	O									1790-02-10 00:00:00
relinquifhuig	O	O									1790-02-10 00:00:00
many	O	O									1790-02-10 00:00:00
of	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
# segment_iiif_link											
powers	O	O									1790-02-10 00:00:00
retained	O	O									1790-02-10 00:00:00
by	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
people	O	O									1790-02-10 00:00:00
in	O	O									1790-02-10 00:00:00
that	O	O									1790-02-10 00:00:00
Conflitution	O	O									1790-02-10 00:00:00
,	O	O									1790-02-10 00:00:00
to	O	O									1790-02-10 00:00:00
# segment_iiif_link											
a	O	O									1790-02-10 00:00:00
General	O	O									1790-02-10 00:00:00
Government	O	O									1790-02-10 00:00:00
eflabl	O	O									1790-02-10 00:00:00
'	O	O									1790-02-10 00:00:00
fbed	O	O									1790-02-10 00:00:00
for	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
people	O	O									1790-02-10 00:00:00
of	O	O									1790-02-10 00:00:00
# segment_iiif_link											
each	O	O									1790-02-10 00:00:00
and	O	O									1790-02-10 00:00:00
every	O	O									1790-02-10 00:00:00
State	O	O									1790-02-10 00:00:00
who	O	O									1790-02-10 00:00:00
fnould	O	O									1790-02-10 00:00:00
adopt	O	O									1790-02-10 00:00:00
it	O	O									1790-02-10 00:00:00
;	O	O									1790-02-10 00:00:00
which	O	O									1790-02-10 00:00:00
to	O	O									1790-02-10 00:00:00
# segment_iiif_link											
themwai	O	O									1790-02-10 00:00:00
to	O	O									1790-02-10 00:00:00
become	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
general	O	O									1790-02-10 00:00:00
law	O	O									1790-02-10 00:00:00
of	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
land	O	O									1790-02-10 00:00:00
.	O	O									1790-02-10 00:00:00
The	O	O									1790-02-10 00:00:00
# segment_iiif_link											
people	O	O									1790-02-10 00:00:00
of	O	O									1790-02-10 00:00:00
this	O	O									1790-02-10 00:00:00
State	O	O									1790-02-10 00:00:00
did	O	O									1790-02-10 00:00:00
,	O	O									1790-02-10 00:00:00
in	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
moff	O	O									1790-02-10 00:00:00
folemn	O	O									1790-02-10 00:00:00
manner	O	O									1790-02-10 00:00:00
,	O	O									1790-02-10 00:00:00
a	O	O									1790-02-10 00:00:00
# segment_iiif_link											
dipt	O	O									1790-02-10 00:00:00
arid	O	O									1790-02-10 00:00:00
ratify	O	O									1790-02-10 00:00:00
that	O	O									1790-02-10 00:00:00
Conflitution	O	O									1790-02-10 00:00:00
;	O	O									1790-02-10 00:00:00
and	O	O									1790-02-10 00:00:00
from	O	O									1790-02-10 00:00:00
that	O	O									1790-02-10 00:00:00
e	O	O									1790-02-10 00:00:00
-	O	O									1790-02-10 00:00:00
# segment_iiif_link											
vent	O	O									1790-02-10 00:00:00
,	O	O									1790-02-10 00:00:00
this	O	O									1790-02-10 00:00:00
ceased	O	O									1790-02-10 00:00:00
to	O	O									1790-02-10 00:00:00
be	O	O									1790-02-10 00:00:00
a	O	O									1790-02-10 00:00:00
free	O	O									1790-02-10 00:00:00
,	O	O									1790-02-10 00:00:00
sovereign	O	O									1790-02-10 00:00:00
,	O	O									1790-02-10 00:00:00
# segment_iiif_link											
andindependent	O	O									1790-02-10 00:00:00
state	O	O									1790-02-10 00:00:00
;	O	O									1790-02-10 00:00:00
and	O	O									1790-02-10 00:00:00
upon	O	O									1790-02-10 00:00:00
my	O	O									1790-02-10 00:00:00
being	O	O									1790-02-10 00:00:00
# segment_iiif_link											
elcdled	O	O									1790-02-10 00:00:00
to	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
office	O	O									1790-02-10 00:00:00
of	O	O									1790-02-10 00:00:00
Prefident	O	O									1790-02-10 00:00:00
,	O	O									1790-02-10 00:00:00
I	O	O									1790-02-10 00:00:00
was	O	O									1790-02-10 00:00:00
only	O	O									1790-02-10 00:00:00
fworn	O	O									1790-02-10 00:00:00
# segment_iiif_link											
to	O	O									1790-02-10 00:00:00
perform	O	O									1790-02-10 00:00:00
and	O	O									1790-02-10 00:00:00
fulfil	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
duties	O	O									1790-02-10 00:00:00
incumbent	O	O									1790-02-10 00:00:00
on	O	O									1790-02-10 00:00:00
me	O	O									1790-02-10 00:00:00
# segment_iiif_link											
as	O	O									1790-02-10 00:00:00
Prefident	O	O									1790-02-10 00:00:00
of	O	O									1790-02-10 00:00:00
a	O	O									1790-02-10 00:00:00
free	O	O									1790-02-10 00:00:00
and	O	O									1790-02-10 00:00:00
confederate	O	O									1790-02-10 00:00:00
State	O	O									1790-02-10 00:00:00
;	O	O									1790-02-10 00:00:00
and	O	O									1790-02-10 00:00:00
# segment_iiif_link											
I	O	O									1790-02-10 00:00:00
was	O	O									1790-02-10 00:00:00
at	O	O									1790-02-10 00:00:00
or	O	O									1790-02-10 00:00:00
near	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
fame	O	O									1790-02-10 00:00:00
time	O	O									1790-02-10 00:00:00
fworn	O	O									1790-02-10 00:00:00
to	O	O									1790-02-10 00:00:00
fupport	O	O									1790-02-10 00:00:00
# segment_iiif_link											
the	O	O									1790-02-10 00:00:00
Confti	O	O									1790-02-10 00:00:00
union	O	O									1790-02-10 00:00:00
of	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
United	B-LOC	O									1790-02-10 00:00:00
States	I-LOC	O									1790-02-10 00:00:00
,	O	O									1790-02-10 00:00:00
by	O	O									1790-02-10 00:00:00
virtue	O	O									1790-02-10 00:00:00
# segment_iiif_link											
ofalaw	O	O									1790-02-10 00:00:00
enacted	O	O									1790-02-10 00:00:00
by	O	O									1790-02-10 00:00:00
yourfelves	O	O									1790-02-10 00:00:00
.	O	O									1790-02-10 00:00:00
# segment_iiif_link											
I	O	O									1790-02-10 00:00:00
was	O	O									1790-02-10 00:00:00
appointed	O	O									1790-02-10 00:00:00
under	O	O									1790-02-10 00:00:00
that	O	O									1790-02-10 00:00:00
Conflitution	O	O									1790-02-10 00:00:00
which	O	O									1790-02-10 00:00:00
# segment_iiif_link											
the	O	O									1790-02-10 00:00:00
people	O	O									1790-02-10 00:00:00
of	O	O									1790-02-10 00:00:00
New	B-LOC	O									1790-02-10 00:00:00
-	I-LOC	O									1790-02-10 00:00:00
Hampffiire	I-LOC	O									1790-02-10 00:00:00
had	O	O									1790-02-10 00:00:00
adopted	O	O									1790-02-10 00:00:00
for	O	O									1790-02-10 00:00:00
# segment_iiif_link											
themfelves	O	O									1790-02-10 00:00:00
,	O	O									1790-02-10 00:00:00
a	O	O									1790-02-10 00:00:00
Judge	O	O									1790-02-10 00:00:00
of	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
Federal	B-ORG	O									1790-02-10 00:00:00
Court	I-ORG	O									1790-02-10 00:00:00
.	O	O									1790-02-10 00:00:00
My	O	O									1790-02-10 00:00:00
# segment_iiif_link											
own	O	O									1790-02-10 00:00:00
inclinations	O	O									1790-02-10 00:00:00
were	O	O									1790-02-10 00:00:00
far	O	O									1790-02-10 00:00:00
from	O	O									1790-02-10 00:00:00
leading	O	O									1790-02-10 00:00:00
me	O	O									1790-02-10 00:00:00
to	O	O									1790-02-10 00:00:00
# segment_iiif_link											
wifh	O	O									1790-02-10 00:00:00
to	O	O									1790-02-10 00:00:00
continue	O	O									1790-02-10 00:00:00
in	O	O									1790-02-10 00:00:00
both	O	O									1790-02-10 00:00:00
offices	O	O									1790-02-10 00:00:00
;	O	O									1790-02-10 00:00:00
but	O	O									1790-02-10 00:00:00
I	O	O									1790-02-10 00:00:00
was	O	O									1790-02-10 00:00:00
put	O	O									1790-02-10 00:00:00
in	O	O									1790-02-10 00:00:00
# segment_iiif_link											
by	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
people	O	O									1790-02-10 00:00:00
,	O	O									1790-02-10 00:00:00
and	O	O									1790-02-10 00:00:00
could	O	O									1790-02-10 00:00:00
not	O	O									1790-02-10 00:00:00
devife	O	O									1790-02-10 00:00:00
a	O	O									1790-02-10 00:00:00
way	O	O									1790-02-10 00:00:00
of	O	O									1790-02-10 00:00:00
re	O	O									1790-02-10 00:00:00
-	O	O									1790-02-10 00:00:00
# segment_iiif_link											
figning	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
truft	O	O									1790-02-10 00:00:00
committed	O	O									1790-02-10 00:00:00
to	O	O									1790-02-10 00:00:00
me	O	O									1790-02-10 00:00:00
,	O	O									1790-02-10 00:00:00
but	O	O									1790-02-10 00:00:00
into	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
# segment_iiif_link											
hands	O	O									1790-02-10 00:00:00
who	O	O									1790-02-10 00:00:00
honoured	O	O									1790-02-10 00:00:00
me	O	O									1790-02-10 00:00:00
with	O	O									1790-02-10 00:00:00
it	O	O									1790-02-10 00:00:00
.	O	O									1790-02-10 00:00:00
I	O	O									1790-02-10 00:00:00
well	O	O									1790-02-10 00:00:00
knew	O	O									1790-02-10 00:00:00
# segment_iiif_link											
that	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
time	O	O									1790-02-10 00:00:00
for	O	O									1790-02-10 00:00:00
electing	O	O									1790-02-10 00:00:00
a	O	O									1790-02-10 00:00:00
new	O	O									1790-02-10 00:00:00
Prefident	O	O									1790-02-10 00:00:00
was	O	O									1790-02-10 00:00:00
# segment_iiif_link											
near	O	O									1790-02-10 00:00:00
at	O	O									1790-02-10 00:00:00
hand	O	O									1790-02-10 00:00:00
,	O	O									1790-02-10 00:00:00
when	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
people	O	O									1790-02-10 00:00:00
might	O	O									1790-02-10 00:00:00
have	O	O									1790-02-10 00:00:00
an	O	O									1790-02-10 00:00:00
op	O	O									1790-02-10 00:00:00
¬	O	O									1790-02-10 00:00:00
# segment_iiif_link											
portunity	O	O									1790-02-10 00:00:00
of	O	O									1790-02-10 00:00:00
declaring	O	O									1790-02-10 00:00:00
who	O	O									1790-02-10 00:00:00
fhould	O	O									1790-02-10 00:00:00
prefide	O	O									1790-02-10 00:00:00
over	O	O									1790-02-10 00:00:00
# segment_iiif_link											
them	O	O									1790-02-10 00:00:00
;	O	O									1790-02-10 00:00:00
and	O	O									1790-02-10 00:00:00
all	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
public	O	O									1790-02-10 00:00:00
papers	O	O									1790-02-10 00:00:00
having	O	O									1790-02-10 00:00:00
been	O	O									1790-02-10 00:00:00
en	O	O									1790-02-10 00:00:00
-	O	O									1790-02-10 00:00:00
# segment_iiif_link											
trufted	O	O									1790-02-10 00:00:00
to	O	O									1790-02-10 00:00:00
my	O	O									1790-02-10 00:00:00
care	O	O									1790-02-10 00:00:00
,	O	O									1790-02-10 00:00:00
and	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
affairs	O	O									1790-02-10 00:00:00
of	O	O									1790-02-10 00:00:00
the	O	O									1790-02-10 00:00:00
State	O	O									1790-02-10 00:00:00
un	O	O									1790-02-10 00:00:00
¬	O	O									1790-02-10 00:00:00
# segment_iiif_link											
folded	O	O									1790-02-10 00:00:00
to	O	O									1790-02-10 00:00:00
me	O	O									1790-02-10 00:00:00
