TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
long	O	O	O	O	O	O	O	O	O
waited	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O
anxious	O	O	O	O	O	O	O	O	O
expectations	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790010201%2F0004.jp2/414,546,751,46/full/0/default.jpg
of	O	O	O	O	O	O	O	O	O
having	O	O	O	O	O	O	O	O	O
it	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O
our	O	O	O	O	O	O	O	O	O
power	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
tranlinit	O	O	O	O	O	O	O	O	O
effec	O	O	O	O	O	O	O	O	O
¬	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790010201%2F0004.jp2/296,587,869,37/full/0/default.jpg
tual	O	O	O	O	O	O	O	O	O
Amendments	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
Conftitution	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
Uni	O	O	O	O	O	O	O	O	O
¬	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790010201%2F0004.jp2/297,626,871,47/full/0/default.jpg
ted	O	O	O	O	O	O	O	O	O
Stares	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O
it	O	O	O	O	O	O	O	O	O
is	O	O	O	O	O	O	O	O	O
with	O	O	O	O	O	O	O	O	O
grief	O	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O	O
we	O	O	O	O	O	O	O	O	O
now	O	O	O	O	O	O	O	O	O
fend	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790010201%2F0004.jp2/298,666,870,48/full/0/default.jpg
forward	O	O	O	O	O	O	O	O	O
propolitions	O	O	O	O	O	O	O	O	O
inadequate	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
purpofe	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790010201%2F0004.jp2/299,706,870,46/full/0/default.jpg
of	O	O	O	O	O	O	O	O	O
real	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O
fubftantial	O	O	O	O	O	O	O	O	O
Amendments	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O
fo	O	O	O	O	O	O	O	O	O
far	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790010201%2F0004.jp2/298,747,873,48/full/0/default.jpg
fhort	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
wiihes	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
our	O	O	O	O	O	O	O	O	O
country	O	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O	O
By	O	O	O	O	O	O	O	O	O
perufing	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790010201%2F0004.jp2/299,788,870,49/full/0/default.jpg
the	O	O	O	O	O	O	O	O	O
Journal	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
Senate	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
your	O	O	O	O	O	O	O	O	O
Excellency	O	O	O	O	O	O	O	O	O
will	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790010201%2F0004.jp2/299,827,868,47/full/0/default.jpg
fee	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O	O
we	O	O	O	O	O	O	O	O	O
did	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O
vain	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
bring	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
view	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
Amend	O	O	O	O	O	O	O	O	O
¬	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790010201%2F0004.jp2/300,868,867,47/full/0/default.jpg
ments	O	O	O	O	O	O	O	O	O
propofed	O	O	O	O	O	O	O	O	O
by	O	O	O	O	O	O	O	O	O
our	O	O	O	O	O	O	O	O	O
Convention	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O
approv	O	O	O	O	O	O	O	O	O
¬	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790010201%2F0004.jp2/300,909,868,47/full/0/default.jpg
ed	O	O	O	O	O	O	O	O	O
by	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
Legiflature	O	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O	O
We	O	O	O	O	O	O	O	O	O
fltall	O	O	O	O	O	O	O	O	O
tranfmit	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O
com	O	O	O	O	O	O	O	O	O
¬	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790010201%2F0004.jp2/299,949,871,48/full/0/default.jpg
plete	O	O	O	O	O	O	O	O	O
let	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
Journals	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
both	O	O	O	O	O	O	O	O	O
Houfes	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
Con	O	O	O	O	O	O	O	O	O
-	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790010201%2F0004.jp2/301,988,853,50/full/0/default.jpg
grefsto	O	O	O	O	O	O	O	O	O
your	O	O	O	O	O	O	O	O	O
addrefs	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
which	O	O	O	O	O	O	O	O	O
with	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O
letter	O	O	O	O	O	O	O	O	O
accom	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790010201%2F0004.jp2/300,1031,871,47/full/0/default.jpg
panying	O	O	O	O	O	O	O	O	O
them	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
we	O	O	O	O	O	O	O	O	O
entreat	O	O	O	O	O	O	O	O	O
your	O	O	O	O	O	O	O	O	O
Excellency	O	O	O	O	O	O	O	O	O
will	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790010201%2F0004.jp2/301,1070,870,46/full/0/default.jpg
have	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
gaodnefs	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
lay	O	O	O	O	O	O	O	O	O
before	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
Honorable	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790010201%2F0004.jp2/303,1110,630,47/full/0/default.jpg
Legillature	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
enfuing	O	O	O	O	O	O	O	O	O
meeting	O	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790010201%2F0004.jp2/342,1150,828,46/full/0/default.jpg
We	O	O	O	O	O	O	O	O	O
have	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
honor	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
every	O	O	O	O	O	O	O	O	O
(	O	O	O	O	O	O	O	O	O
entiment	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
rc	O	O	O	O	O	O	O	O	O
-	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790010201%2F0004.jp2/301,1191,869,47/full/0/default.jpg
fpeCt	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
be	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
Sir	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
your	O	O	O	O	O	O	O	O	O
Excellency	O	O	O	O	O	O	O	O	O
’	O	O	O	O	O	O	O	O	O
s	O	O	O	O	O	O	O	O	O
moft	O	O	O	O	O	O	O	O	O
obedient	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790010201%2F0004.jp2/301,1231,477,43/full/0/default.jpg
and	O	O	O	O	O	O	O	O	O
very	O	O	O	O	O	O	O	O	O
humble	O	O	O	O	O	O	O	O	O
fervants	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790010201%2F0004.jp2/657,1274,443,34/full/0/default.jpg
RICHARD	O	O	O	O	O	O	O	O	O
HENRY	O	O	O	O	O	O	O	O	O
LEE	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790010201%2F0004.jp2/659,1315,422,34/full/0/default.jpg
WILLIAM	O	O	O	O	O	O	O	O	O
GRAYSON	O	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O	O

# language = en
# newspaper = sn83030483
# date = 1790-02-10
# document_id = sn83030483-1790-02-10-a-i0002
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790021001%2F0002.jp2/1277,1706,758,38/full/0/default.jpg
PRESIDENT	O	O	O	O	O	O	O	O	O
SULL	O	O	O	O	O	O	O	O	O
IVAN	O	O	O	O	O	O	O	O	O
’	O	O	O	O	O	O	O	O	O
s	O	O	O	O	O	O	O	O	O
MESSAGE	O	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790021001%2F0002.jp2/1215,1785,880,51/full/0/default.jpg
To	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
Hon	O	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O	O
Senate	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O
House	O	O	O	O	O	O	O	O	O
^	O	O	O	O	O	O	O	O	O
/	O	O	O	O	O	O	O	O	O
'	O	O	O	O	O	O	O	O	O
Represen	O	O	O	O	O	O	O	O	O
¬	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790021001%2F0002.jp2/1348,1830,613,46/full/0/default.jpg
tatives	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
[	O	O	O	O	O	O	O	O	O
0	O	O	O	O	O	O	O	O	O
/	O	O	O	O	O	O	O	O	O
New	O	O	O	O	O	O	O	O	O
-	O	O	O	O	O	O	O	O	O
Hampshire	O	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O	O
]	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790021001%2F0002.jp2/1293,1882,245,40/full/0/default.jpg
Gentlemen	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790021001%2F0002.jp2/1215,1922,879,70/full/0/default.jpg
H	O	O	O	O	O	O	O	O	O
HVING	O	O	O	O	O	O	O	O	O
been	O	O	O	O	O	O	O	O	O
informed	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O	O
doubts	O	O	O	O	O	O	O	O	O
have	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O
-	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790021001%2F0002.jp2/1306,1963,785,49/full/0/default.jpg
rifen	O	O	O	O	O	O	O	O	O
iu	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
minds	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
fome	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
whether	O	O	O	O	O	O	O	O	O
my	O	O	O	O	O	O	O	O	O
hav	O	O	O	O	O	O	O	O	O
¬	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790021001%2F0002.jp2/1213,2001,881,53/full/0/default.jpg
ing	O	O	O	O	O	O	O	O	O
accepted	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
office	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
Diftricft	O	O	O	O	O	O	O	O	O
Judge	O	O	O	O	O	O	O	O	O
has	O	O	O	O	O	O	O	O	O
not	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790021001%2F0002.jp2/1212,2041,883,53/full/0/default.jpg
difqualified	O	O	O	O	O	O	O	O	O
me	O	O	O	O	O	O	O	O	O
from	O	O	O	O	O	O	O	O	O
aefling	O	O	O	O	O	O	O	O	O
as	O	O	O	O	O	O	O	O	O
Prefident	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790021001%2F0002.jp2/1211,2084,882,49/full/0/default.jpg
State	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
until	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O
new	O	O	O	O	O	O	O	O	O
election	O	O	O	O	O	O	O	O	O
takes	O	O	O	O	O	O	O	O	O
place	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
I	O	O	O	O	O	O	O	O	O
confefs	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790021001%2F0002.jp2/1210,2124,883,51/full/0/default.jpg
that	O	O	O	O	O	O	O	O	O
1	O	O	O	O	O	O	O	O	O
have	O	O	O	O	O	O	O	O	O
never	O	O	O	O	O	O	O	O	O
been	O	O	O	O	O	O	O	O	O
able	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
difcover	O	O	O	O	O	O	O	O	O
any	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O
¬	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790021001%2F0002.jp2/1210,2165,888,45/full/0/default.jpg
compatibility	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
two	O	O	O	O	O	O	O	O	O
offices	O	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O	O
But	O	O	O	O	O	O	O	O	O
as	O	O	O	O	O	O	O	O	O
fome	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790021001%2F0002.jp2/1211,2205,885,51/full/0/default.jpg
have	O	O	O	O	O	O	O	O	O
attempted	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
prove	O	O	O	O	O	O	O	O	O
this	O	O	O	O	O	O	O	O	O
by	O	O	O	O	O	O	O	O	O
urging	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
words	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790021001%2F0002.jp2/1212,2245,879,51/full/0/default.jpg
of	O	O	O	O	O	O	O	O	O
aConflitution	O	O	O	O	O	O	O	O	O
framed	O	O	O	O	O	O	O	O	O
for	O	O	O	O	O	O	O	O	O
thepurpofe	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
efta	O	O	O	O	O	O	O	O	O
-	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790021001%2F0002.jp2/1213,2285,882,52/full/0/default.jpg
blifhing	O	O	O	O	O	O	O	O	O
over	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
people	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
New	O	O	O	O	O	O	O	O	O
-	O	O	O	O	O	O	O	O	O
Humpfhire	O	O	O	O	O	O	O	O	O
a	O	O	O	O	O	O	O	O	O
free	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790021001%2F0002.jp2/1212,2325,886,52/full/0/default.jpg
fovereign	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O
independent	O	O	O	O	O	O	O	O	O
government	O	O	O	O	O	O	O	O	O
—	O	O	O	O	O	O	O	O	O
1	O	O	O	O	O	O	O	O	O
mull	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790021001%2F0002.jp2/1213,2366,887,54/full/0/default.jpg
obferve	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O	O
this	O	O	O	O	O	O	O	O	O
govennent	O	O	O	O	O	O	O	O	O
has	O	O	O	O	O	O	O	O	O
[	O	O	O	O	O	O	O	O	O
nice	O	O	O	O	O	O	O	O	O
been	O	O	O	O	O	O	O	O	O
changed	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790021001%2F0002.jp2/1213,2405,884,55/full/0/default.jpg
by	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
voice	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
people	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
who	O	O	O	O	O	O	O	O	O
have	O	O	O	O	O	O	O	O	O
agreed	O	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O	O
their	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790021001%2F0002.jp2/1207,2447,889,54/full/0/default.jpg
fafety	O	O	O	O	O	O	O	O	O
depended	O	O	O	O	O	O	O	O	O
on	O	O	O	O	O	O	O	O	O
their	O	O	O	O	O	O	O	O	O
relinquifhuig	O	O	O	O	O	O	O	O	O
many	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790021001%2F0002.jp2/1212,2490,883,51/full/0/default.jpg
powers	O	O	O	O	O	O	O	O	O
retained	O	O	O	O	O	O	O	O	O
by	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
people	O	O	O	O	O	O	O	O	O
in	O	O	O	O	O	O	O	O	O
that	O	O	O	O	O	O	O	O	O
Conflitution	O	O	O	O	O	O	O	O	O
,	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790021001%2F0002.jp2/1215,2530,884,54/full/0/default.jpg
a	O	O	O	O	O	O	O	O	O
General	O	O	O	O	O	O	O	O	O
Government	O	O	O	O	O	O	O	O	O
eflabl	O	O	O	O	O	O	O	O	O
'	O	O	O	O	O	O	O	O	O
fbed	O	O	O	O	O	O	O	O	O
for	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
people	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790021001%2F0002.jp2/1215,2570,880,52/full/0/default.jpg
each	O	O	O	O	O	O	O	O	O
and	O	O	O	O	O	O	O	O	O
every	O	O	O	O	O	O	O	O	O
State	O	O	O	O	O	O	O	O	O
who	O	O	O	O	O	O	O	O	O
fnould	O	O	O	O	O	O	O	O	O
adopt	O	O	O	O	O	O	O	O	O
it	O	O	O	O	O	O	O	O	O
;	O	O	O	O	O	O	O	O	O
which	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
# segment_iiif_link = https://chroniclingamerica.loc.gov/iiif/2/dlc_himalayan_ver02%2Fdata%2Fsn83030483%2Fprint%2F1790021001%2F0002.jp2/1212,2610,886,53/full/0/default.jpg
themwai	O	O	O	O	O	O	O	O	O
to	O	O	O	O	O	O	O	O	O
become	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
general	O	O	O	O	O	O	O	O	O
law	O	O	O	O	O	O	O	O	O
of	O	O	O	O	O	O	O	O	O
the	O	O	O	O	O	O	O	O	O
land	O	O	O	O	O	O	O	O	O
.	O	O	O	O	O	O	O	O	O
The	O	O	O	O	O	O	O	O	O
