TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
ia	O	_	_	_	_	_	_	_	_
noble	O	_	_	_	_	_	_	_	_
justice	O	_	_	_	_	_	_	_	_
du	O	_	_	_	_	_	_	_	_
Landeron	I-loc	_	_	_	_	_	_	_	_
_	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
le	O	_	_	_	_	_	_	_	_
mer	O	_	_	_	_	_	_	_	NoSpaceAfter
-	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	EndOfLine
#
credi	O	_	_	_	_	_	_	_	_
17	O	_	_	_	_	_	_	_	_
janvier	O	_	_	_	_	_	_	_	_
courant	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
pour	O	_	_	_	_	_	_	_	_
y	O	_	_	_	_	_	_	_	_
porter	O	_	_	_	_	_	_	_	_
la	O	_	_	_	_	_	_	_	_
prédite	O	_	_	_	_	_	_	_	EndOfLine
#
renonciation	O	_	_	_	_	_	_	_	_
;	O	_	_	_	_	_	_	_	_
assignant	O	_	_	_	_	_	_	_	_
péremptoirement	O	_	_	_	_	_	_	_	_
tous	O	_	_	_	_	_	_	_	_
ceux	O	_	_	_	_	_	_	_	_
qui	O	_	_	_	_	_	_	_	EndOfLine
estimeraient	O	_	_	_	_	_	_	_	_
être	O	_	_	_	_	_	_	_	NoSpaceAfter
'	O	_	_	_	_	_	_	_	NoSpaceAfter
fondés	O	_	_	_	_	_	_	_	_
à	O	_	_	_	_	_	_	_	_
s	O	_	_	_	_	_	_	_	NoSpaceAfter
'	O	_	_	_	_	_	_	_	NoSpaceAfter
y	O	_	_	_	_	_	_	_	_
opposer	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
à	O	_	_	_	_	_	_	_	_
_	O	_	_	_	_	_	_	_	NoSpaceAfter
comparcutre	O	_	_	_	_	_	_	_	_
ce	O	_	_	_	_	_	_	_	_
jour	O	_	_	_	_	_	_	_	NoSpaceAfter
-	O	_	_	_	_	_	_	_	NoSpaceAfter
là	O	_	_	_	_	_	_	_	EndOfLine
#
en	O	_	_	_	_	_	_	_	_
dite	O	_	_	_	_	_	_	_	_
justice	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
pour	O	_	_	_	_	_	_	_	_
hure	O	_	_	_	_	_	_	_	_
va	O	_	_	_	_	_	_	_	_
_	O	_	_	_	_	_	_	_	NoSpaceAfter
^	O	_	_	_	_	_	_	_	_
pir	O	_	_	_	_	_	_	_	_
leurs	O	_	_	_	_	_	_	_	_
droits	O	_	_	_	_	_	_	_	_
et	O	_	_	_	_	_	_	_	_
alléguer	O	_	_	_	_	_	_	_	EndOfLine
#
leurs	O	_	_	_	_	_	_	_	_
moyens	O	_	_	_	_	_	_	_	_
d	O	_	_	_	_	_	_	_	NoSpaceAfter
'	O	_	_	_	_	_	_	_	NoSpaceAfter
_	O	_	_	_	_	_	_	_	NoSpaceAfter
opposW	O	_	_	_	_	_	_	_	_
_	O	_	_	_	_	_	_	_	NoSpaceAfter
|	O	_	_	_	_	_	_	_	_
_	O	_	_	_	_	_	_	_	NoSpaceAfter
priS	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
sou	O	_	_	_	_	_	_	_	_
3	O	_	_	_	_	_	_	_	_
peine	O	_	_	_	_	_	_	_	NoSpaceAfter
'	O	_	_	_	_	_	_	_	NoSpaceAfter
de	O	_	_	_	_	_	_	_	_
forclusion	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfLine
#
X	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
En	O	_	_	_	_	_	_	_	_
vertu	O	_	_	_	_	_	_	_	_
d	O	_	_	_	_	_	_	_	NoSpaceAfter
'	O	_	_	_	_	_	_	_	NoSpaceAfter
un	O	_	_	_	_	_	_	_	_
gracieux	O	_	_	_	_	_	_	_	_
arrêt	O	_	_	_	_	_	_	_	_
du	O	_	_	_	_	_	_	_	_
Gouvernement	O	_	_	_	_	_	_	_	_
en	O	_	_	_	_	_	_	_	_
date	O	_	_	_	_	_	_	_	_
di	O	_	_	_	_	_	_	_	_
»	O	_	_	_	_	_	_	_	EndOfLine
#
3	O	_	_	_	_	_	_	_	_
octobre	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
et	O	_	_	_	_	_	_	_	_
ensuite	O	_	_	_	_	_	_	_	_
de	O	_	_	_	_	_	_	_	_
la	O	_	_	_	_	_	_	_	_
direction	O	_	_	_	_	_	_	_	_
donnée	O	_	_	_	_	_	_	_	_
le	O	_	_	_	_	_	_	_	_
35	O	_	_	_	_	_	_	_	_
novembre	O	_	_	_	_	_	_	_	EndOfLine
#
dernier	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
par	O	_	_	_	_	_	_	_	_
l	O	_	_	_	_	_	_	_	NoSpaceAfter
'	O	_	_	_	_	_	_	_	NoSpaceAfter
honorable	O	_	_	_	_	_	_	_	_
cour	O	_	_	_	_	_	_	_	_
dé	O	_	_	_	_	_	_	_	_
justice	O	_	_	_	_	_	_	_	_
du	O	_	_	_	_	_	_	_	_
Val	B-loc	_	_	_	_	_	NIL|Q70526|Q2507850|Q2507668|Q648339	_	NoSpaceAfter
-	I-loc	_	_	_	_	_	NIL|Q70526|Q2507850|Q2507668|Q648339	_	NoSpaceAfter
de	I-loc	_	_	_	_	_	NIL|Q70526|Q2507850|Q2507668|Q648339	_	NoSpaceAfter
-	I-loc	_	_	_	_	_	NIL|Q70526|Q2507850|Q2507668|Q648339	_	NoSpaceAfter
Travers	I-loc	_	_	_	_	_	NIL|Q70526|Q2507850|Q2507668|Q648339	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
:	O	_	_	_	_	_	_	_	EndOfLine
#
le	O	_	_	_	_	_	_	_	_
sieur	I-pers	_	_	_	_	_	_	_	_
Daniel	I-pers	_	_	_	_	_	_	_	_
Meuron	I-pers	_	_	_	_	_	_	_	NoSpaceAfter
,	I-pers	_	_	_	_	_	_	_	_
maïUe	I-pers	_	_	_	_	_	_	_	_
charpentier	I-pers	_	_	_	_	_	_	_	NoSpaceAfter
,	I-pers	_	_	_	_	_	_	_	_
_	O	_	_	_	_	_	_	_	NoSpaceAfter
bourgeois	O	_	_	_	_	_	_	_	_
de	I-pers	_	_	_	_	_	_	_	EndOfLine
#
Neuchatel	I-loc	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
en	O	_	_	_	_	_	_	_	_
sa	O	_	_	_	_	_	_	_	_
qualité	O	_	_	_	_	_	_	_	_
de	O	_	_	_	_	_	_	_	_
tuteur	O	_	_	_	_	_	_	_	_
juridiquement	O	_	_	_	_	_	_	_	_
établi	O	_	_	_	_	_	_	_	_
aux	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfLine
#
quatre	O	_	_	_	_	_	_	_	_
enfans	O	_	_	_	_	_	_	_	_
en	O	_	_	_	_	_	_	_	_
bas	O	_	_	_	_	_	_	_	_
âge	O	_	_	_	_	_	_	_	_
de	O	_	_	_	_	_	_	_	_
Frédéric	B-pers	_	_	_	_	_	NIL	_	NoSpaceAfter
-	I-pers	_	_	_	_	_	NIL	_	NoSpaceAfter
Henri	I-pers	_	_	_	_	_	NIL	_	_
_	I-pers	_	_	_	_	_	NIL	_	NoSpaceAfter
Lequin	I-pers	_	_	_	_	_	NIL	_	_
de	O	_	_	_	_	_	_	_	EndOfLine
#
Fleurier	I-pers	_	_	_	_	_	_	_	_
et	O	_	_	_	_	_	_	_	_
de	O	_	_	_	_	_	_	_	_
Marie	B-pers	_	_	_	_	_	_	_	NoSpaceAfter
-	I-pers	_	_	_	_	_	_	_	NoSpaceAfter
Louise	I-pers	_	_	_	_	_	_	_	_
Meuron	I-pers	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
qui	O	_	_	_	_	_	_	_	_
sont	O	_	_	_	_	_	_	_	_
nommément	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	NoSpaceAfter
'	O	_	_	_	_	_	_	_	EndOfLine|NoSpaceAfter
#
Jouas	I-pers	_	_	_	_	_	_	_	_
Frédéric	I-pers	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
Auguste	B-pers	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
Alexandre	B-pers	_	_	_	_	_	_	_	_
et	O	_	_	_	_	_	_	_	_
Louise	B-pers	_	_	_	_	_	_	_	_
-	I-pers	_	_	_	_	_	_	_	NoSpaceAfter
Rosalio	I-pers	_	_	_	_	_	_	_	EndOfLine
#
Lequin	I-pers	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
fait	O	_	_	_	_	_	_	_	_
savoir	O	_	_	_	_	_	_	_	_
qu	O	_	_	_	_	_	_	_	NoSpaceAfter
'	O	_	_	_	_	_	_	_	NoSpaceAfter
il	O	_	_	_	_	_	_	_	_
se	O	_	_	_	_	_	_	_	_
présentera	O	_	_	_	_	_	_	_	_
en	O	_	_	_	_	_	_	_	_
dite	O	_	_	_	_	_	_	_	_
justice	O	_	_	_	_	_	_	_	_
le	O	_	_	_	_	_	_	_	EndOfLine
#
samedi	O	_	_	_	_	_	_	_	_
30	O	_	_	_	_	_	_	_	_
janvier	O	_	_	_	_	_	_	_	_
courant	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
pour	O	_	_	_	_	_	_	_	_
y	O	_	_	_	_	_	_	_	_
solliciter	O	_	_	_	_	_	_	_	_
eu	O	_	_	_	_	_	_	_	_
faveur	O	_	_	_	_	_	_	_	_
de	O	_	_	_	_	_	_	_	_
ses	O	_	_	_	_	_	_	_	EndOfLine
#
susdits	O	_	_	_	_	_	_	_	_
pupilles	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
une	O	_	_	_	_	_	_	_	_
renonciation	O	_	_	_	_	_	_	_	_
formelle	O	_	_	_	_	_	_	_	_
et	O	_	_	_	_	_	_	_	_
jiiridique	O	_	_	_	_	_	_	_	_
aux	O	_	_	_	_	_	_	_	EndOfLine
bien	O	_	_	_	_	_	_	_	_
3	O	_	_	_	_	_	_	_	_
et	O	_	_	_	_	_	_	_	_
dettes	O	_	_	_	_	_	_	_	_
présens	O	_	_	_	_	_	_	_	_
et	O	_	_	_	_	_	_	_	_
*	O	_	_	_	_	_	_	_	_
futurs	O	_	_	_	_	_	_	_	_
dudit	O	_	_	_	_	_	_	_	_
Frédéric	B-pers	_	_	_	_	_	NIL|Q3089886|Q16011267|Q3089877|Q55769493	_	_
Henri	I-pers	_	_	_	_	_	NIL|Q3089886|Q16011267|Q3089877|Q55769493	_	EndOfLine
#
Lequin	O	_	_	_	_	_	_	_	_
leur	O	_	_	_	_	_	_	_	_
père	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
En	O	_	_	_	_	_	_	_	_
conséquence	O	_	_	_	_	_	_	_	_
de	O	_	_	_	_	_	_	_	_
quoi	O	_	_	_	_	_	_	_	_
tous	O	_	_	_	_	_	_	_	_
ceux	O	_	_	_	_	_	_	_	_
qui	O	_	_	_	_	_	_	_	EndOfLine
#
pourraient	O	_	_	_	_	_	_	_	_
opposer	O	_	_	_	_	_	_	_	_
à	O	_	_	_	_	_	_	_	_
ladite	O	_	_	_	_	_	_	_	_
renonciation	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
sont	O	_	_	_	_	_	_	_	_
cités	O	_	_	_	_	_	_	_	EndOfLine
péremptoirement	O	_	_	_	_	_	_	_	_
à	O	_	_	_	_	_	_	_	_
se	O	_	_	_	_	_	_	_	_
présenter	O	_	_	_	_	_	_	_	_
en	O	_	_	_	_	_	_	_	_
justice	O	_	_	_	_	_	_	_	_
dudit	O	_	_	_	_	_	_	_	_
Val	B-loc	_	_	_	_	_	NIL|Q70526|Q2507850|Q2507668|Q648339	_	_
de	I-loc	_	_	_	_	_	NIL|Q70526|Q2507850|Q2507668|Q648339	_	NoSpaceAfter
-	I-loc	_	_	_	_	_	NIL|Q70526|Q2507850|Q2507668|Q648339	_	NoSpaceAfter
Travers	I-loc	_	_	_	_	_	NIL|Q70526|Q2507850|Q2507668|Q648339	_	_
1	O	_	_	_	_	_	_	_	_
©	O	_	_	_	_	_	_	_	EndOfLine
#
dit	O	_	_	_	_	_	_	_	_
30	O	_	_	_	_	_	_	_	_
janvier	O	_	_	_	_	_	_	_	_
cornant	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
_	O	_	_	_	_	_	_	_	NoSpaceAfter
poar	O	_	_	_	_	_	_	_	_
y	O	_	_	_	_	_	_	_	_
_	O	_	_	_	_	_	_	_	NoSpaceAfter
seuieuir	O	_	_	_	_	_	_	_	_
leurs	O	_	_	_	_	_	_	_	_
durits	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
(	O	_	_	_	_	_	_	_	NoSpaceAfter
«	O	_	_	_	_	_	_	_	_
14	O	_	_	_	_	_	_	_	_
s	O	_	_	_	_	_	_	_	EndOfLine
#
pain	O	_	_	_	_	_	_	_	_
»	O	_	_	_	_	_	_	_	_
«	O	_	_	_	_	_	_	_	_
la	O	_	_	_	_	_	_	_	_
forclusion	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfLine
#
AVIS	O	_	_	_	_	_	_	_	_
DIVERS	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfLine
1	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
Les	O	_	_	_	_	_	_	_	_
circonstances	O	_	_	_	_	_	_	_	_
ttu	O	_	_	_	_	_	_	_	_
moment	O	_	_	_	_	_	_	_	_
ont	O	_	_	_	_	_	_	_	_
engage	O	_	_	_	_	_	_	_	_
le	O	_	_	_	_	_	_	_	_
Magistrat	O	_	_	_	_	_	_	_	_
rie	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfLine
#
Neuchatel	I-loc	_	_	_	_	_	_	_	_
à	O	_	_	_	_	_	_	_	_
renvoyer	O	_	_	_	_	_	_	_	_
le	O	_	_	_	_	_	_	_	_
tirage	O	_	_	_	_	_	_	_	_
de	O	_	_	_	_	_	_	_	_
ia	O	_	_	_	_	_	_	_	_
première	O	_	_	_	_	_	_	_	_
classe	O	_	_	_	_	_	_	_	EndOfLine
dix	O	_	_	_	_	_	_	_	NoSpaceAfter
'	O	_	_	_	_	_	_	_	NoSpaceAfter
neuvième	O	_	_	_	_	_	_	_	_
Loterie	O	_	_	_	_	_	_	_	_
à	O	_	_	_	_	_	_	_	_
une	O	_	_	_	_	_	_	_	_
époque	O	_	_	_	_	_	_	_	_
plus	O	_	_	_	_	_	_	_	_
favorable	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
ce	O	_	_	_	_	_	_	_	_
dont	O	_	_	_	_	_	_	_	EndOfLine
#
on	O	_	_	_	_	_	_	_	_
aura	O	_	_	_	_	_	_	_	_
soin	O	_	_	_	_	_	_	_	_
d	O	_	_	_	_	_	_	_	NoSpaceAfter
'	O	_	_	_	_	_	_	_	NoSpaceAfter
informer	O	_	_	_	_	_	_	_	_
le	O	_	_	_	_	_	_	_	_
public	O	_	_	_	_	_	_	_	_
par	O	_	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_	_
bulletins	O	_	_	_	_	_	_	_	EndOfLine
#
impri	O	_	_	_	_	_	_	_	NoSpaceAfter
'	O	_	_	_	_	_	_	_	NoSpaceAfter
mes	O	_	_	_	_	_	_	_	_
qui	O	_	_	_	_	_	_	_	_
seront	O	_	_	_	_	_	_	_	_
délivrés	O	_	_	_	_	_	_	_	_
par	O	_	_	_	_	_	_	_	_
les	O	_	_	_	_	_	_	_	_
Collecteurs	O	_	_	_	_	_	_	_	_
à	O	_	_	_	_	_	_	_	_
tous	O	_	_	_	_	_	_	_	_
les	O	_	_	_	_	_	_	_	EndOfLine
#
intéressés	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	EndOfLine
g	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	NoSpaceAfter
'	O	_	_	_	_	_	_	_	NoSpaceAfter
Tous	O	_	_	_	_	_	_	_	_
les	O	_	_	_	_	_	_	_	_
créanciers	O	_	_	_	_	_	_	_	_
à	O	_	_	_	_	_	_	_	_
la	O	_	_	_	_	_	_	_	_
masse	O	_	_	_	_	_	_	_	_
des	O	_	_	_	_	_	_	_	_
biens	O	_	_	_	_	_	_	_	_
du	O	_	_	_	_	_	_	_	_
nommé	O	_	_	_	_	_	_	_	EndOfLine
#
Jean	B-pers	_	_	_	_	_	NIL	_	NoSpaceAfter
'	I-pers	_	_	_	_	_	NIL	_	NoSpaceAfter
"	I-pers	_	_	_	_	_	NIL	_	NoSpaceAfter
Fréderic	I-pers	_	_	_	_	_	NIL	_	_
/	O	_	_	_	_	_	NIL	_	_
Stnuffer	I-pers	_	_	_	_	_	NIL	_	NoSpaceAfter
,	I-pers	_	_	_	_	_	NIL	_	_
meunier	O	_	_	_	_	_	NIL	_	_
aux	O	_	_	_	_	_	NIL	_	_
moulins	I-pers	_	_	_	_	_	NIL	_	_
de	I-pers	_	_	_	_	_	NIL	_	_
la	I-pers	_	_	_	_	_	NIL	_	_
Prise	I-pers	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
sont	O	_	_	_	_	_	_	_	EndOfLine
#
avisés	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
que	O	_	_	_	_	_	_	_	_
M	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	_
le	O	_	_	_	_	_	_	_	_
maire	O	_	_	_	_	_	_	_	_
a	O	_	_	_	_	_	_	_	_
fixé	O	_	_	_	_	_	_	_	_
la	O	_	_	_	_	_	_	_	_
journée	O	_	_	_	_	_	_	_	_
pour	O	_	_	_	_	_	_	_	_
procéder	O	_	_	_	_	_	_	_	_
aux	O	_	_	_	_	_	_	_	EndOfLine
#
_	O	_	_	_	_	_	_	_	NoSpaceAfter
collocatlons	O	_	_	_	_	_	_	_	_
au	O	_	_	_	_	_	_	_	_
vendredi	O	_	_	_	_	_	_	_	_
16	O	_	_	_	_	_	_	_	_
février	O	_	_	_	_	_	_	_	_
courant	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
en	O	_	_	_	_	_	_	_	_
conséquence	O	_	_	_	_	_	_	_	EndOfLine
#
de	O	_	_	_	_	_	_	_	_
quoi	O	_	_	_	_	_	_	_	_
ils	O	_	_	_	_	_	_	_	_
sont	O	_	_	_	_	_	_	_	_
cités	O	_	_	_	_	_	_	_	_
à	O	_	_	_	_	_	_	_	_
se	O	_	_	_	_	_	_	_	_
présenter	O	_	_	_	_	_	_	_	_
ce	O	_	_	_	_	_	_	_	_
jour	O	_	_	_	_	_	_	_	_
là	O	_	_	_	_	_	_	_	_
à	O	_	_	_	_	_	_	_	_
neuf	O	_	_	_	_	_	_	_	_
heures	O	_	_	_	_	_	_	_	EndOfLine
#
"	O	_	_	_	_	_	_	_	NoSpaceAfter
dû	O	_	_	_	_	_	_	_	_
matin	O	_	_	_	_	_	_	_	_
dans	O	_	_	_	_	_	_	_	_
l	O	_	_	_	_	_	_	_	NoSpaceAfter
'	O	_	_	_	_	_	_	_	NoSpaceAfter
hôtel	O	_	_	_	_	_	_	_	NoSpaceAfter
-	O	_	_	_	_	_	_	_	NoSpaceAfter
de	O	_	_	_	_	_	_	_	NoSpaceAfter
-	O	_	_	_	_	_	_	_	NoSpaceAfter
ville	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
,	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	NoSpaceAfter
.	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	EndOfLine
#
37	O	_	_	_	_	_	_	_	NoSpaceAfter
'	O	_	_	_	_	_	_	_	NoSpaceAfter
Les	O	_	_	_	_	_	_	_	NoSpaceAfter
'	O	_	_	_	_	_	_	_	_
sœurs	O	_	_	_	_	_	_	_	_
_	O	_	_	_	_	_	_	_	NoSpaceAfter
Gendre	O	_	_	_	_	_	_	_	_
ayant	O	_	_	_	_	_	_	_	_
entiepriE	O	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	_
l	O	_	_	_	_	_	_	_	NoSpaceAfter
'	O	_	_	_	_	_	_	_	NoSpaceAfter
établissement	O	_	_	_	_	_	_	_	_
en	O	_	_	_	_	_	_	_	EndOfLine
#
pâtisserie	O	_	_	_	_	_	_	_	_
que	O	_	_	_	_	_	_	_	_
tenoit	O	_	_	_	_	_	_	_	_
feu	O	_	_	_	_	_	_	_	_
Mlle	I-pers	_	_	_	_	_	_	_	NoSpaceAfter
.	I-pers	_	_	_	_	_	_	_	_
Eckard	I-pers	_	_	_	_	_	_	_	_
à	O	_	_	_	_	_	_	_	_
la	O	_	_	_	_	_	_	_	_
rue	B-loc	_	_	_	_	_	_	_	_
des	I-loc	_	_	_	_	_	_	_	_
Moulins	I-loc	_	_	_	_	_	_	_	NoSpaceAfter
,	O	_	_	_	_	_	_	_	EndOfLine
#
avisent	O	_	_	_	_	_	_	_	_
lé	O	_	_	_	_	_	_	_	_
public	O	_	_	_	_	_	_	_	_
qu	O	_	_	_	_	_	_	_	NoSpaceAfter
'	O	_	_	_	_	_	_	_	NoSpaceAfter
elles	O	_	_	_	_	_	_	_	_
le	O	_	_	_	_	_	_	_	_
tiendront	O	_	_	_	_	_	_	_	_
sur	O	_	_	_	_	_	_	_	_
le	O	_	_	_	_	_	_	_	_
même	O	_	_	_	_	_	_	_	_
pied	O	_	_	_	_	_	_	_	EndOfLine
#
que	O	_	_	_	_	_	_	_	_
ladite	O	_	_	_	_	_	_	_	_
