TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
ungeachtet	O	O	O	O	O	O			
ward	O	O	O	O	O	O			
der	O	O	O	O	O	O			
Ausbruch	O	O	O	O	O	O			
des	O	O	O	O	O	O			
Auflaufs	O	O	O	O	O	O			
# segment_iiif_link = _									
von	O	O	O	O	O	O			
pässtlichen	O	O	O	O	O	O			
Emissarien	O	O	O	O	O	O			
selbst	O	O	O	O	O	O			
,	O	O	O	O	O	O			
die	O	O	O	O	O	O			
am	O	O	O	O	O	O			
lautesten	O	O	O	O	O	O			
# segment_iiif_link = _									
Vivat	O	O	O	O	O	O			
riefen	O	O	O	O	O	O			
,	O	O	O	O	O	O			
veranstaltet	O	O	O	O	O	O			
und	O	O	O	O	O	O			
geleitet	O	O	O	O	O	O			
.	O	O	O	O	O	O			
Man	O	O	O	O	O	O			
ver	O	O	O	O	O	O			
¬	O	O	O	O	O	O			
# segment_iiif_link = _									
letzte	O	O	O	O	O	O			
die	O	O	O	O	O	O			
Freyheit	O	O	O	O	O	O			
des	O	O	O	O	O	O			
französ	O	O	O	O	O	O			
.	O	O	O	O	O	O			
Pallastes	O	O	O	O	O	O			
,	O	O	O	O	O	O			
drang	O	O	O	O	O	O			
in	O	O	O	O	O	O			
# segment_iiif_link = _									
die	O	O	O	O	O	O			
Höfe	O	O	O	O	O	O			
ein	O	O	O	O	O	O			
,	O	O	O	O	O	O			
schoß	O	O	O	O	O	O			
und	O	O	O	O	O	O			
mordete	O	O	O	O	O	O			
daselbst	O	O	O	O	O	O			
,	O	O	O	O	O	O			
und	O	O	O	O	O	O			
er	O	O	O	O	O	O			
¬	O	O	O	O	O	O			
# segment_iiif_link = _									
legte	O	O	O	O	O	O			
den	O	O	O	O	O	O			
Gen	B-pers	O	B-pers.ind	O	B-comp.title	O			
.	I-pers	O	I-pers.ind	O	I-comp.title	O			
Duphot	I-pers	O	I-pers.ind	O	B-comp.name	O			
,	O	O	O	O	O	O			
der	O	O	O	O	O	O			
die	O	O	O	O	O	O			
Soldaten	O	O	O	O	O	O			
mit	O	O	O	O	O	O			
un	O	O	O	O	O	O			
¬	O	O	O	O	O	O			
# segment_iiif_link = _									
erschrockener	O	O	O	O	O	O			
Kuhnheit	O	O	O	O	O	O			
vom	O	O	O	O	O	O			
fernern	O	O	O	O	O	O			
Feuern	O	O	O	O	O	O			
abhal	O	O	O	O	O	O			
¬	O	O	O	O	O	O			
# segment_iiif_link = _									
ten	O	O	O	O	O	O			
wollte	O	O	O	O	O	O			
,	O	O	O	O	O	O			
mit	O	O	O	O	O	O			
vielen	O	O	O	O	O	O			
Schüssen	O	O	O	O	O	O			
,	O	O	O	O	O	O			
Stichen	O	O	O	O	O	O			
u	O	O	O	O	O	O			
.	O	O	O	O	O	O			
Stein	O	O	O	O	O	O			
¬	O	O	O	O	O	O			
# segment_iiif_link = _									
würfen	O	O	O	O	O	O			
.	O	O	O	O	O	O			
Selbst	O	O	O	O	O	O			
den	O	O	O	O	O	O			
Gesandten	O	O	O	O	O	O			
und	O	O	O	O	O	O			
den	O	O	O	O	O	O			
General	O	O	O	O	O	O			
¬	O	O	O	O	O	O			
# segment_iiif_link = _									
Lieutenant	O	O	O	O	O	O			
Sherlöck	B-pers	O	B-pers.ind	O	O	O			
wollten	O	O	O	O	O	O			
die	O	O	O	O	O	O			
Unbändigen	O	O	O	O	O	O			
töd	O	O	O	O	O	O			
¬	O	O	O	O	O	O			
# segment_iiif_link = _									
ten	O	O	O	O	O	O			
;	O	O	O	O	O	O			
aber	O	O	O	O	O	O			
es	O	O	O	O	O	O			
gelang	O	O	O	O	O	O			
den	O	O	O	O	O	O			
beyden	O	O	O	O	O	O			
Verfolgten	O	O	O	O	O	O			
zu	O	O	O	O	O	O			
ent	O	O	O	O	O	O			
¬	O	O	O	O	O	O			
# segment_iiif_link = _									
kommen	O	O	O	O	O	O			
.	O	O	O	O	O	O			
Es	O	O	O	O	O	O			
ließ	O	O	O	O	O	O			
sich	O	O	O	O	O	O			
aber	O	O	O	O	O	O			
dennoch	O	O	O	O	O	O			
keine	O	O	O	O	O	O			
Obrigkeit	O	O	O	O	O	O			
# segment_iiif_link = _									
sehen	O	O	O	O	O	O			
,	O	O	O	O	O	O			
um	O	O	O	O	O	O			
abzuwehren	O	O	O	O	O	O			
,	O	O	O	O	O	O			
obschon	O	O	O	O	O	O			
daß	O	O	O	O	O	O			
Schießen	O	O	O	O	O	O			
im	O	O	O	O	O	O			
# segment_iiif_link = _									
Pallaste	O	O	O	O	O	O			
noch	O	O	O	O	O	O			
lange	O	O	O	O	O	O			
fortdauerte	O	O	O	O	O	O			
.	O	O	O	O	O	O			
Nur	O	O	O	O	O	O			
einen	O	O	O	O	O	O			
leeren	O	O	O	O	O	O			
# segment_iiif_link = _									
Bedauerungsbrief	O	O	O	O	O	O			
schrieb	O	O	O	O	O	O			
der	O	O	O	O	O	O			
Staatssekretär	O	O	O	O	O	O			
in	O	O	O	O	O	O			
der	O	O	O	O	O	O			
# segment_iiif_link = _									
Folge	O	O	O	O	O	O			
;	O	O	O	O	O	O			
aber	O	O	O	O	O	O			
am	O	O	O	O	O	O			
Tage	O	O	O	O	O	O			
des	O	O	O	O	O	O			
Mordes	O	O	O	O	O	O			
selbst	O	O	O	O	O	O			
kam	O	O	O	O	O	O			
er	O	O	O	O	O	O			
zur	O	O	O	O	O	O			
# segment_iiif_link = _									
versprochenen	O	O	O	O	O	O			
Stunde	O	O	O	O	O	O			
gar	O	O	O	O	O	O			
nicht	O	O	O	O	O	O			
,	O	O	O	O	O	O			
und	O	O	O	O	O	O			
überließ	O	O	O	O	O	O			
den	O	O	O	O	O	O			
# segment_iiif_link = _									
Gesandten	O	O	O	O	O	O			
seinem	O	O	O	O	O	O			
Schicksal	O	O	O	O	O	O			
,	O	O	O	O	O	O			
obwohl	O	O	O	O	O	O			
seine	O	O	O	O	O	O			
Gegen	O	O	O	O	O	O			
¬	O	O	O	O	O	O			
# segment_iiif_link = _									
wart	O	O	O	O	O	O			
gewiß	O	O	O	O	O	O			
das	O	O	O	O	O	O			
fernere	O	O	O	O	O	O			
Blutbad	O	O	O	O	O	O			
,	O	O	O	O	O	O			
in	O	O	O	O	O	O			
welchem	O	O	O	O	O	O			
mehr	O	O	O	O	O	O			
# segment_iiif_link = _									
als	O	O	O	O	O	O			
20	O	O	O	O	O	O			
Personen	O	O	O	O	O	O			
das	O	O	O	O	O	O			
Leben	O	O	O	O	O	O			
verloren	O	O	O	O	O	O			
,	O	O	O	O	O	O			
verhütet	O	O	O	O	O	O			
hät	O	O	O	O	O	O			
¬	O	O	O	O	O	O			
# segment_iiif_link = _									
te	O	O	O	O	O	O			
.	O	O	O	O	O	O			
—	O	O	O	O	O	O			
Das	O	O	O	O	O	O			
Directorium	O	O	O	O	O	O			
beschloß	O	O	O	O	O	O			
diesen	O	O	O	O	O	O			
Nachrichten	O	O	O	O	O	O			
# segment_iiif_link = _									
zufolge	O	O	O	O	O	O			
,	O	O	O	O	O	O			
welche	O	O	O	O	O	O			
es	O	O	O	O	O	O			
einleuchtend	O	O	O	O	O	O			
machten	O	O	O	O	O	O			
,	O	O	O	O	O	O			
man	O	O	O	O	O	O			
habe	O	O	O	O	O	O			
# segment_iiif_link = _									
in	O	O	O	O	O	O			
Rom	B-loc	O	B-loc.adm.town	O	O	O			
die	O	O	O	O	O	O			
Ermordung	O	O	O	O	O	O			
Basseville	B-pers	O	B-pers.ind	O	O	O			
'	O	O	O	O	O	O			
s	O	O	O	O	O	O			
erneuern	O	O	O	O	O	O			
wol	O	O	O	O	O	O			
¬	O	O	O	O	O	O			
# segment_iiif_link = _									
len	O	O	O	O	O	O			
,	O	O	O	O	O	O			
indem	O	O	O	O	O	O			
man	O	O	O	O	O	O			
den	O	O	O	O	O	O			
Gen	B-pers	O	O	O	O	O			
.	I-pers	O	O	O	O	O			
Duphot	I-pers	O	B-pers.ind	O	O	O			
umbrachte	O	O	O	O	O	O			
:	O	O	O	O	O	O			
der	O	O	O	O	O	O			
# language = de									
# newspaper = NZZ									
# date = 1808-04-29									
# document_id = NZZ-1808-04-29-a-p0002									
# segment_iiif_link = _									
henden	O	O	O	O	O	O			
und	O	O	O	O	O	O			
glücklichen	O	O	O	O	O	O			
Zustande	O	O	O	O	O	O			
gelebt	O	O	O	O	O	O			
habe	O	O	O	O	O	O			
,	O	O	O	O	O	O			
und	O	O	O	O	O	O			
daß	O	O	O	O	O	O			
kein	O	O	O	O	O	O			
# segment_iiif_link = _									
Beweggrund	O	O	O	O	O	O			
ihn	O	O	O	O	O	O			
jemals	O	O	O	O	O	O			
dahin	O	O	O	O	O	O			
bringen	O	O	O	O	O	O			
könne	O	O	O	O	O	O			
,	O	O	O	O	O	O			
von	O	O	O	O	O	O			
diesem	O	O	O	O	O	O			
# segment_iiif_link = _									
Vorsatze	O	O	O	O	O	O			
abzustehen	O	O	O	O	O	O			
.	O	O	O	O	O	O			
Se	O	O	O	O	O	O			
.	O	O	O	O	O	O			
Kaiserl	O	O	O	O	O	O			
.	O	O	O	O	O	O			
Majestät	O	O	O	O	O	O			
fügten	O	O	O	O	O	O			
hinzu	O	O	O	O	O	O			
,	O	O	O	O	O	O			
# segment_iiif_link = _									
daß	O	O	O	O	O	O			
ich	O	O	O	O	O	O			
den	O	O	O	O	O	O			
festen	O	O	O	O	O	O			
Karakter	O	O	O	O	O	O			
des	O	O	O	O	O	O			
Kronprinzen	O	O	O	O	O	O			
hinlänglich	O	O	O	O	O	O			
ken	O	O	O	O	O	O			
¬	O	O	O	O	O	O			
# segment_iiif_link = _									
nen	O	O	O	O	O	O			
müße	O	O	O	O	O	O			
,	O	O	O	O	O	O			
um	O	O	O	O	O	O			
zu	O	O	O	O	O	O			
wissen	O	O	O	O	O	O			
,	O	O	O	O	O	O			
daß	O	O	O	O	O	O			
nichts	O	O	O	O	O	O			
schwerer	O	O	O	O	O	O			
sey	O	O	O	O	O	O			
,	O	O	O	O	O	O			
als	O	O	O	O	O	O			
seine	O	O	O	O	O	O			
# segment_iiif_link = _									
Entschlüsse	O	O	O	O	O	O			
zu	O	O	O	O	O	O			
erschüttern	O	O	O	O	O	O			
,	O	O	O	O	O	O			
oder	O	O	O	O	O	O			
ihn	O	O	O	O	O	O			
zu	O	O	O	O	O	O			
bewegen	O	O	O	O	O	O			
,	O	O	O	O	O	O			
ein	O	O	O	O	O	O			
ein	O	O	O	O	O	O			
¬	O	O	O	O	O	O			
# segment_iiif_link = _									
mal	O	O	O	O	O	O			
angenommenes	O	O	O	O	O	O			
System	O	O	O	O	O	O			
zu	O	O	O	O	O	O			
verlassen	O	O	O	O	O	O			
,	O	O	O	O	O	O			
und	O	O	O	O	O	O			
daß	O	O	O	O	O	O			
er	O	O	O	O	O	O			
,	O	O	O	O	O	O			
der	O	O	O	O	O	O			
# segment_iiif_link = _									
Kaiser	O	O	O	O	O	O			
,	O	O	O	O	O	O			
überzeugt	O	O	O	O	O	O			
sey	O	O	O	O	O	O			
,	O	O	O	O	O	O			
es	O	O	O	O	O	O			
habe	O	O	O	O	O	O			
vor	O	O	O	O	O	O			
unserm	O	O	O	O	O	O			
Angriff	O	O	O	O	O	O			
auf	O	O	O	O	O	O			
Ro	B-loc	O	B-loc.adm.town	O	O	O			
¬	O	O	O	O	O	O			
# segment_iiif_link = _									
(	O	O	O	O	O	O			
Aus	O	O	O	O	O	O			
dem	O	O	O	O	O	O			
danischen	O	O	O	O	O	O			
Blatte	O	O	O	O	O	O			
Dagen	O	O	O	O	O	O			
.	O	O	O	O	O	O			
)	O	O	O	O	O	O			
Da	O	O	O	O	O	O			
das	O	O	O	O	O	O			
engli	O	O	O	O	O	O			
¬	O	O	O	O	O	O			
# segment_iiif_link = _									
sche	O	O	O	O	O	O			
Ministerium	O	O	O	O	O	O			
die	O	O	O	O	O	O			
englische	O	O	O	O	O	O			
Nation	O	O	O	O	O	O			
versichert	O	O	O	O	O	O			
hat	O	O	O	O	O	O			
,	O	O	O	O	O	O			
daß	O	O	O	O	O	O			
# segment_iiif_link = _									
den	O	O	O	O	O	O			
Kaiser	O	O	O	O	O	O			
von	O	O	O	O	O	O			
Rußland	B-loc	O	B-loc.adm.nat	O	O	O			
Anfangs	O	O	O	O	O	O			
nicht	O	O	O	O	O	O			
das	O	O	O	O	O	O			
geringste	O	O	O	O	O	O			
Miß	O	O	O	O	O	O			
¬	O	O	O	O	O	O			
# segment_iiif_link = _									
vergnügen	O	O	O	O	O	O			
über	O	O	O	O	O	O			
den	O	O	O	O	O	O			
Raubzug	O	O	O	O	O	O			
nach	O	O	O	O	O	O			
Seeland	B-loc	O	B-loc.adm.reg	O	O	O			
geäussert	O	O	O	O	O	O			
habe	O	O	O	O	O	O			
,	O	O	O	O	O	O			
# segment_iiif_link = _									
so	O	O	O	O	O	O			
wird	O	O	O	O	O	O			
man	O	O	O	O	O	O			
nicht	O	O	O	O	O	O			
ohne	O	O	O	O	O	O			
Interesse	O	O	O	O	O	O			
nachstehende	O	O	O	O	O	O			
Erläuterun	O	O	O	O	O	O			
¬	O	O	O	O	O	O			
# segment_iiif_link = _									
gen	O	O	O	O	O	O			
über	O	O	O	O	O	O			
eine	O	O	O	O	O	O			
,	O	O	O	O	O	O			
zwischen	O	O	O	O	O	O			
dem	O	O	O	O	O	O			
Kaiser	O	O	O	O	O	O			
von	O	O	O	O	O	O			
Rußland	B-loc	O	B-loc.adm.nat	O	O	O			
und	O	O	O	O	O	O			
dem	O	O	O	O	O	O			
# segment_iiif_link = _									
General	B-pers	O	B-pers.ind	O	B-comp.title	O			
Hutchinson	I-pers	O	I-pers.ind	O	B-comp.name	O			
vorgefallene	O	O	O	O	O	O			
,	O	O	O	O	O	O			
Unterredung	O	O	O	O	O	O			
lesen	O	O	O	O	O	O			
.	O	O	O	O	O	O			
Se	O	O	O	O	O	O			
.	O	O	O	O	O	O			
# segment_iiif_link = _									
Kaiserl	O	O	O	O	O	O			
.	O	O	O	O	O	O			
Majestät	B-pers	O	B-pers.ind	O	O	O			
—	O	O	O	O	O	O			
so	O	O	O	O	O	O			
berichtet	O	O	O	O	O	O			
der	O	O	O	O	O	O			
General	B-pers	O	B-pers.ind	O	B-comp.title	O			
Hutchinson	I-pers	O	I-pers.ind	O	B-comp.name	O			
# segment_iiif_link = _									
—	O	O	O	O	O	O			
flengen	O	O	O	O	O	O			
die	O	O	O	O	O	O			
Unterredung	O	O	O	O	O	O			
mit	O	O	O	O	O	O			
der	O	O	O	O	O	O			
Frage	O	O	O	O	O	O			
an	O	O	O	O	O	O			
,	O	O	O	O	O	O			
was	O	O	O	O	O	O			
ich	O	O	O	O	O	O			
von	O	O	O	O	O	O			
# segment_iiif_link = _									
unserm	O	O	O	O	O	O			
Angriff	O	O	O	O	O	O			
auf	O	O	O	O	O	O			
Kopenhagen	B-loc	O	B-loc.adm.town	O	O	O			
denke	O	O	O	O	O	O			
?	O	O	O	O	O	O			
Ich	O	O	O	O	O	O			
erwiederte	O	O	O	O	O	O			
,	O	O	O	O	O	O			
# segment_iiif_link = _									
daß	O	O	O	O	O	O			
mir	O	O	O	O	O	O			
die	O	O	O	O	O	O			
Umstände	O	O	O	O	O	O			
,	O	O	O	O	O	O			
welche	O	O	O	O	O	O			
solchen	O	O	O	O	O	O			
veranlaßt	O	O	O	O	O	O			
hätten	O	O	O	O	O	O			
,	O	O	O	O	O	O			
zwar	O	O	O	O	O	O			
# segment_iiif_link = _									
ganz	O	O	O	O	O	O			
unbekannt	O	O	O	O	O	O			
wären	O	O	O	O	O	O			
,	O	O	O	O	O	O			
daß	O	O	O	O	O	O			
ich	O	O	O	O	O	O			
aber	O	O	O	O	O	O			
hoffe	O	O	O	O	O	O			
,	O	O	O	O	O	O			
die	O	O	O	O	O	O			
englische	O	O	O	O	O	O			
# segment_iiif_link = _									
Administration	O	O	O	O	O	O			
werde	O	O	O	O	O	O			
sich	O	O	O	O	O	O			
rechtfertigen	O	O	O	O	O	O			
,	O	O	O	O	O	O			
und	O	O	O	O	O	O			
der	O	O	O	O	O	O			
ganzen	O	O	O	O	O	O			
Welt	O	O	O	O	O	O			
# segment_iiif_link = _									
beweisen	O	O	O	O	O	O			
können	O	O	O	O	O	O			
,	O	O	O	O	O	O			
daß	O	O	O	O	O	O			
die	O	O	O	O	O	O			
Dänen	O	O	O	O	O	O			
im	O	O	O	O	O	O			
Begriff	O	O	O	O	O	O			
waren	O	O	O	O	O	O			
,	O	O	O	O	O	O			
ihre	O	O	O	O	O	O			
# segment_iiif_link = _									
ganze	O	O	O	O	O	O			
Macht	O	O	O	O	O	O			
mit	O	O	O	O	O	O			
der	O	O	O	O	O	O			
französischen	O	O	O	O	O	O			
gegen	O	O	O	O	O	O			
England	B-loc	B-org	B-loc.adm.nat	B-org.adm	O	O			
zu	O	O	O	O	O	O			
# segment_iiif_link = _									
vereinigen	O	O	O	O	O	O			
.	O	O	O	O	O	O			
Se	O	O	O	O	O	O			
.	O	O	O	O	O	O			
Kaiserl	B-pers	O	B-pers.ind	O	O	O			
.	I-pers	O	I-pers.ind	O	O	O			
Majestät	I-pers	O	I-pers.ind	O	O	O			
bemerkten	O	O	O	O	O	O			
,	O	O	O	O	O	O			
daß	O	O	O	O	O	O			
ich	O	O	O	O	O	O			
un	O	O	O	O	O	O			
¬	O	O	O	O	O	O			
# segment_iiif_link = _									
möglich	O	O	O	O	O	O			
dieser	O	O	O	O	O	O			
Meynung	O	O	O	O	O	O			
seyn	O	O	O	O	O	O			
könne	O	O	O	O	O	O			
,	O	O	O	O	O	O			
wenn	O	O	O	O	O	O			
ich	O	O	O	O	O	O			
noch	O	O	O	O	O	O			
der	O	O	O	O	O	O			
Un	O	O	O	O	O	O			
¬	O	O	O	O	O	O			
# segment_iiif_link = _									
terredungen	O	O	O	O	O	O			
gedächte	O	O	O	O	O	O			
,	O	O	O	O	O	O			
die	O	O	O	O	O	O			
wir	O	O	O	O	O	O			
in	O	O	O	O	O	O			
Bartenstein	B-loc	O	B-loc.adm.town	O	O	O			
gehabt	O	O	O	O	O	O			
hät	O	O	O	O	O	O			
¬	O	O	O	O	O	O			
# segment_iiif_link = _									
ten	O	O	O	O	O	O			
.	O	O	O	O	O	O			
In	O	O	O	O	O	O			
diesen	O	O	O	O	O	O			
sagte	O	O	O	O	O	O			
der	O	O	O	O	O	O			
Kaiser	O	O	O	O	O	O			
mir	O	O	O	O	O	O			
,	O	O	O	O	O	O			
er	O	O	O	O	O	O			
habe	O	O	O	O	O	O			
alle	O	O	O	O	O	O			
mögliche	O	O	O	O	O	O			
# segment_iiif_link = _									
Mühe	O	O	O	O	O	O			
angewandt	O	O	O	O	O	O			
,	O	O	O	O	O	O			
um	O	O	O	O	O	O			
den	O	O	O	O	O	O			
Kronprinzen	O	O	O	O	O	O			
von	O	O	O	O	O	O			
Dänemark	B-loc	O	B-loc.adm.nat	O	O	O			
zu	O	O	O	O	O	O			
!	O	O	O	O	O	O			
# segment_iiif_link = _									
vermögen	O	O	O	O	O	O			
,	O	O	O	O	O	O			
der	O	O	O	O	O	O			
Koalition	O	O	O	O	O	O			
gegen	O	O	O	O	O	O			
Frankreich	B-loc	B-org	B-loc.adm.nat	B-org.adm	O	O			
beyzutreten	O	O	O	O	O	O			
;	O	O	O	O	O	O			
# segment_iiif_link = _									
daß	O	O	O	O	O	O			
aber	O	O	O	O	O	O			
die	O	O	O	O	O	O			
Antwort	O	O	O	O	O	O			
des	O	O	O	O	O	O			
Prinzen	O	O	O	O	O	O			
immer	O	O	O	O	O	O			
deutlich	O	O	O	O	O	O			
und	O	O	O	O	O	O			
un	O	O	O	O	O	O			
¬	O	O	O	O	O	O			
# segment_iiif_link = _									
verändert	O	O	O	O	O	O			
dieselbe	O	O	O	O	O	O			
gewesen	O	O	O	O	O	O			
sey	O	O	O	O	O	O			
,	O	O	O	O	O	O			
daß	O	O	O	O	O	O			
er	O	O	O	O	O	O			
viele	O	O	O	O	O	O			
Jahre	O	O	O	O	O	O			
lang	O	O	O	O	O	O			
ein	O	O	O	O	O	O			
# segment_iiif_link = _									
Neutralitätssystem	O	O	O	O	O	O			
behauptet	O	O	O	O	O	O			
habe	O	O	O	O	O	O			
,	O	O	O	O	O	O			
bey	O	O	O	O	O	O			
dem	O	O	O	O	O	O			
er	O	O	O	O	O	O			
zu	O	O	O	O	O	O			
beharren	O	O	O	O	O	O			
# segment_iiif_link = _									
fest	O	O	O	O	O	O			
entschlossen	O	O	O	O	O	O			
sey	O	O	O	O	O	O			
;	O	O	O	O	O	O			
da	O	O	O	O	O	O			
sein	O	O	O	O	O	O			
Volk	O	O	O	O	O	O			
dadurch	O	O	O	O	O	O			
in	O	O	O	O	O	O			
einem	O	O	O	O	O	O			
blü	O	O	O	O	O	O			
¬	O	O	O	O	O	O			
# segment_iiif_link = _									
und	O	O	O	O	O	O			
dänischen	O	O	O	O	O	O			
Regierung	O	O	O	O	O	O			
statt	O	O	O	O	O	O			
gefunden	O	O	O	O	O	O			
.	O	O	O	O	O	O			
Ich	O	O	O	O	O	O			
sagte	O	O	O	O	O	O			
dar	O	O	O	O	O	O			
¬	O	O	O	O	O	O			
# segment_iiif_link = _									
auf	O	O	O	O	O	O			
,	O	O	O	O	O	O			
ich	O	O	O	O	O	O			
glaubte	O	O	O	O	O	O			
,	O	O	O	O	O	O			
daß	O	O	O	O	O	O			
der	O	O	O	O	O	O			
Lord	B-pers	O	B-pers.ind	O	B-comp.title	O			
Gower	I-pers	O	I-pers.ind	O	B-comp.name	O			
dem	O	O	O	O	O	O			
Kaiserl	B-pers	O	B-pers.ind	O	O	O			
Mi	I-pers	O	I-pers.ind	O	O	O			
¬	I-pers	O	I-pers.ind	O	O	O			
# segment_iiif_link = _									
nisterium	I-pers	O	I-pers.ind	O	O	O			
über	O	O	O	O	O	O			
diesen	O	O	O	O	O	O			
Gegenstand	O	O	O	O	O	O			
eine	O	O	O	O	O	O			
Note	O	O	O	O	O	O			
übergeben	O	O	O	O	O	O			
habe	O	O	O	O	O	O			
,	O	O	O	O	O	O			
# segment_iiif_link = _									
worauf	O	O	O	O	O	O			
Se	B-pers	O	B-pers.ind	O	O	O			
.	I-pers	O	I-pers.ind	O	O	O			
Majestät	I-pers	O	I-pers.ind	O	O	O			
erwiederten	O	O	O	O	O	O			
,	O	O	O	O	O	O			
daß	O	O	O	O	O	O			
dies	O	O	O	O	O	O			
sich	O	O	O	O	O	O			
so	O	O	O	O	O	O			
verhalte	O	O	O	O	O	O			
,	O	O	O	O	O	O			
# segment_iiif_link = _									
daß	O	O	O	O	O	O			
aber	O	O	O	O	O	O			
der	O	O	O	O	O	O			
Inhalt	O	O	O	O	O	O			
der	O	O	O	O	O	O			
Note	O	O	O	O	O	O			
