TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Auflaufs	O	O							
# segment_iiif_link									
von	O	O							
pässtlichen	O	O							
Emissarien	O	O							
selbst	O	O							
,	O	O							
die	O	O							
am	O	O							
lautesten	O	O							
# segment_iiif_link									
Vivat	O	O							
riefen	O	O							
,	O	O							
veranstaltet	O	O							
und	O	O							
geleitet	O	O							
.	O	O							
Man	O	O							
ver	O	O							
¬	O	O							
# segment_iiif_link									
letzte	O	O							
die	O	O							
Freyheit	O	O							
des	O	O							
französ	O	O							
.	O	O							
Pallastes	O	O							
,	O	O							
drang	O	O							
in	O	O							
# segment_iiif_link									
die	O	O							
Höfe	O	O							
ein	O	O							
,	O	O							
schoß	O	O							
und	O	O							
mordete	O	O							
daselbst	O	O							
,	O	O							
und	O	O							
er	O	O							
¬	O	O							
# segment_iiif_link									
legte	O	O							
den	O	O							
Gen	O	O							
.	O	O							
Duphot	O	O							
,	O	O							
der	O	O							
die	O	O							
Soldaten	O	O							
mit	O	O							
un	O	O							
¬	O	O							
# segment_iiif_link									
erschrockener	O	O							
Kuhnheit	O	O							
vom	O	O							
fernern	O	O							
Feuern	O	O							
abhal	O	O							
¬	O	O							
# segment_iiif_link									
ten	O	O							
wollte	O	O							
,	O	O							
mit	O	O							
vielen	O	O							
Schüssen	O	O							
,	O	O							
Stichen	O	O							
u	O	O							
.	O	O							
Stein	O	O							
¬	O	O							
# segment_iiif_link									
würfen	O	O							
.	O	O							
Selbst	O	O							
den	O	O							
Gesandten	O	O							
und	O	O							
den	O	O							
General	B-PERS	O					NIL	_	
¬	I-PERS	O					NIL	_	
# segment_iiif_link									
Lieutenant	I-PERS	O					NIL	_	
Sherlöck	I-PERS	O					NIL	_	
wollten	O	O							
die	O	O							
Unbändigen	O	O							
töd	O	O							
¬	O	O							
# segment_iiif_link									
ten	O	O							
;	O	O							
aber	O	O							
es	O	O							
gelang	O	O							
den	O	O							
beyden	O	O							
Verfolgten	O	O							
zu	O	O							
ent	O	O							
¬	O	O							
# segment_iiif_link									
kommen	O	O							
.	O	O							
Es	O	O							
ließ	O	O							
sich	O	O							
aber	O	O							
dennoch	O	O							
keine	O	O							
Obrigkeit	O	O							
# segment_iiif_link									
sehen	O	O							
,	O	O							
um	O	O							
abzuwehren	O	O							
,	O	O							
obschon	O	O							
daß	O	O							
Schießen	O	O							
im	O	O							
# segment_iiif_link									
Pallaste	O	O							
noch	O	O							
lange	O	O							
fortdauerte	O	O							
.	O	O							
Nur	O	O							
einen	O	O							
leeren	O	O							
# segment_iiif_link									
Bedauerungsbrief	O	O							
schrieb	O	O							
der	O	O							
Staatssekretär	O	O							
in	O	O							
der	O	O							
# segment_iiif_link									
Folge	O	O							
;	O	O							
aber	O	O							
am	O	O							
Tage	O	O							
des	O	O							
Mordes	O	O							
selbst	O	O							
kam	O	O							
er	O	O							
zur	O	O							
# segment_iiif_link									
versprochenen	O	O							
Stunde	O	O							
gar	O	O							
nicht	O	O							
,	O	O							
und	O	O							
überließ	O	O							
den	O	O							
# segment_iiif_link									
Gesandten	O	O							
seinem	O	O							
Schicksal	O	O							
,	O	O							
obwohl	O	O							
seine	O	O							
Gegen	O	O							
¬	O	O							
# segment_iiif_link									
wart	O	O							
gewiß	O	O							
das	O	O							
fernere	O	O							
Blutbad	O	O							
,	O	O							
in	O	O							
welchem	O	O							
mehr	O	O							
# segment_iiif_link									
als	O	O							
20	O	O							
Personen	O	O							
das	O	O							
Leben	O	O							
verloren	O	O							
,	O	O							
verhütet	O	O							
hät	O	O							
¬	O	O							
# segment_iiif_link									
te	O	O							
.	O	O							
—	O	O							
Das	O	O							
Directorium	O	O							
beschloß	O	O							
diesen	O	O							
Nachrichten	O	O							
# segment_iiif_link									
zufolge	O	O							
,	O	O							
welche	O	O							
es	O	O							
einleuchtend	O	O							
machten	O	O							
,	O	O							
man	O	O							
habe	O	O							
# segment_iiif_link									
in	O	O							
Rom	B-LOC	O					Q3088458	_	
die	O	O							
Ermordung	O	O							
Basseville	O	O							
'	O	O							
s	O	O							
erneuern	O	O							
wol	O	O							
¬	O	O							
# segment_iiif_link									
len	O	O							
,	O	O							
indem	O	O							
man	O	O							
den	O	O							
Gen	O	O							
.	O	O							
Duphot	O	O							
umbrachte	O	O							
:	O	O							
der	O	O							

# document_id									
# segment_iiif_link									
henden	O	O							
und	O	O							
glücklichen	O	O							
Zustande	O	O							
gelebt	O	O							
habe	O	O							
,	O	O							
und	O	O							
daß	O	O							
kein	O	O							
# segment_iiif_link									
Beweggrund	O	O							
ihn	O	O							
jemals	O	O							
dahin	O	O							
bringen	O	O							
könne	O	O							
,	O	O							
von	O	O							
diesem	O	O							
# segment_iiif_link									
Vorsatze	O	O							
abzustehen	O	O							
.	O	O							
Se	O	O							
.	O	O							
Kaiserl	O	O							
.	O	O							
Majestät	O	O							
fügten	O	O							
hinzu	O	O							
,	O	O							
# segment_iiif_link									
daß	O	O							
ich	O	O							
den	O	O							
festen	O	O							
Karakter	O	O							
des	O	O							
Kronprinzen	O	O							
hinlänglich	O	O							
ken	O	O							
¬	O	O							
# segment_iiif_link									
nen	O	O							
müße	O	O							
,	O	O							
um	O	O							
zu	O	O							
wissen	O	O							
,	O	O							
daß	O	O							
nichts	O	O							
schwerer	O	O							
sey	O	O							
,	O	O							
als	O	O							
seine	O	O							
# segment_iiif_link									
Entschlüsse	O	O							
zu	O	O							
erschüttern	O	O							
,	O	O							
oder	O	O							
ihn	O	O							
zu	O	O							
bewegen	O	O							
,	O	O							
ein	O	O							
ein	O	O							
¬	O	O							
# segment_iiif_link									
mal	O	O							
angenommenes	O	O							
System	O	O							
zu	O	O							
verlassen	O	O							
,	O	O							
und	O	O							
daß	O	O							
er	O	O							
,	O	O							
der	O	O							
# segment_iiif_link									
Kaiser	O	O							
,	O	O							
überzeugt	O	O							
sey	O	O							
,	O	O							
es	O	O							
habe	O	O							
vor	O	O							
unserm	O	O							
Angriff	O	O							
auf	O	O							
Ro	O	O							
¬	O	O							
# segment_iiif_link									
(	O	O							
Aus	O	O							
dem	O	O							
danischen	O	O							
Blatte	O	O							
Dagen	O	O							
.	O	O							
)	O	O							
Da	O	O							
das	O	O							
engli	O	O							
¬	O	O							
# segment_iiif_link									
sche	O	O							
Ministerium	O	O							
die	O	O							
englische	O	O							
Nation	O	O							
versichert	O	O							
hat	O	O							
,	O	O							
daß	O	O							
# segment_iiif_link									
den	O	O							
Kaiser	O	O							
von	O	O							
Rußland	B-LOC	O					Q159	_	
Anfangs	O	O							
nicht	O	O							
das	O	O							
geringste	O	O							
Miß	O	O							
¬	O	O							
# segment_iiif_link									
vergnügen	O	O							
über	O	O							
den	O	O							
Raubzug	O	O							
nach	O	O							
Seeland	B-LOC	O					Q50856	_	
geäussert	O	O							
habe	O	O							
,	O	O							
# segment_iiif_link									
so	O	O							
wird	O	O							
man	O	O							
nicht	O	O							
ohne	O	O							
Interesse	O	O							
nachstehende	O	O							
Erläuterun	O	O							
¬	O	O							
# segment_iiif_link									
gen	O	O							
über	O	O							
eine	O	O							
,	O	O							
zwischen	O	O							
dem	O	O							
Kaiser	O	O							
von	O	O							
Rußland	B-LOC	B-ORG					Q159	Q159	
und	O	O							
dem	O	O							
# segment_iiif_link									
General	B-PERS	O					Q321765	_	
Hutchinson	I-PERS	O					Q321765	_	
vorgefallene	O	O							
,	O	O							
Unterredung	O	O							
lesen	O	O							
.	O	O							
Se	O	O							
.	O	O							
# segment_iiif_link									
Kaiserl	O	O							
.	O	O							
Majestät	O	O							
—	O	O							
so	O	O							
berichtet	O	O							
der	O	O							
General	B-PERS	O							
Hutchinson	I-PERS	O							
# segment_iiif_link									
—	O	O							
flengen	O	O							
die	O	O							
Unterredung	O	O							
mit	O	O							
der	O	O							
Frage	O	O							
an	O	O							
,	O	O							
was	O	O							
ich	O	O							
von	O	O							
# segment_iiif_link									
unserm	O	O							
Angriff	O	O							
auf	O	O							
Kopenhagen	O	O							
denke	O	O							
?	O	O							
Ich	O	O							
erwiederte	O	O							
,	O	O							
# segment_iiif_link									
daß	O	O							
mir	O	O							
die	O	O							
Umstände	O	O							
,	O	O							
welche	O	O							
solchen	O	O							
veranlaßt	O	O							
hätten	O	O							
,	O	O							
zwar	O	O							
# segment_iiif_link									
ganz	O	O							
unbekannt	O	O							
wären	O	O							
,	O	O							
daß	O	O							
ich	O	O							
aber	O	O							
hoffe	O	O							
,	O	O							
die	O	O							
englische	O	O							
# segment_iiif_link									
Administration	O	O							
werde	O	O							
sich	O	O							
rechtfertigen	O	O							
,	O	O							
und	O	O							
der	O	O							
ganzen	O	O							
Welt	O	O							
# segment_iiif_link									
beweisen	O	O							
können	O	O							
,	O	O							
daß	O	O							
die	O	O							
Dänen	O	O							
im	O	O							
Begriff	O	O							
waren	O	O							
,	O	O							
ihre	O	O							
# segment_iiif_link									
ganze	O	O							
Macht	O	O							
mit	O	O							
der	O	O							
französischen	O	O							
gegen	O	O							
England	B-LOC	B-ORG					Q21	Q21	
zu	O	O							
# segment_iiif_link									
vereinigen	O	O							
.	O	O							
Se	O	O							
.	O	O							
Kaiserl	O	O							
.	O	O							
Majestät	O	O							
bemerkten	O	O							
,	O	O							
daß	O	O							
ich	O	O							
un	O	O							
¬	O	O							
# segment_iiif_link									
möglich	O	O							
dieser	O	O							
Meynung	O	O							
seyn	O	O							
könne	O	O							
,	O	O							
wenn	O	O							
ich	O	O							
noch	O	O							
der	O	O							
Un	O	O							
¬	O	O							
# segment_iiif_link									
terredungen	O	O							
gedächte	O	O							
,	O	O							
die	O	O							
wir	O	O							
in	O	O							
Bartenstein	O	O							
gehabt	O	O							
hät	O	O							
¬	O	O							
# segment_iiif_link									
ten	O	O							
.	O	O							
In	O	O							
diesen	O	O							
sagte	O	O							
der	O	O							
Kaiser	O	O							
mir	O	O							
,	O	O							
er	O	O							
habe	O	O							
alle	O	O							
mögliche	O	O							
# segment_iiif_link									
Mühe	O	O							
angewandt	O	O							
,	O	O							
um	O	O							
den	O	O							
Kronprinzen	O	O							
von	O	O							
Dänemark	B-LOC	O					Q35	_	
zu	O	O							
!	O	O							
# segment_iiif_link									
vermögen	O	O							
,	O	O							
der	O	O							
Koalition	O	O							
gegen	O	O							
Frankreich	B-LOC	B-ORG					NIL	NIL	
beyzutreten	O	O							
;	O	O							
# segment_iiif_link									
daß	O	O							
aber	O	O							
die	O	O							
Antwort	O	O							
des	O	O							
Prinzen	O	O							
immer	O	O							
deutlich	O	O							
und	O	O							
un	O	O							
¬	O	O							
# segment_iiif_link									
verändert	O	O							
dieselbe	O	O							
gewesen	O	O							
sey	O	O							
,	O	O							
daß	O	O							
er	O	O							
viele	O	O							
Jahre	O	O							
lang	O	O							
ein	O	O							
# segment_iiif_link									
Neutralitätssystem	O	O							
behauptet	O	O							
habe	O	O							
,	O	O							
bey	O	O							
dem	O	O							
er	O	O							
zu	O	O							
beharren	O	O							
# segment_iiif_link									
fest	O	O							
entschlossen	O	O							
sey	O	O							
;	O	O							
da	O	O							
sein	O	O							
Volk	O	O							
dadurch	O	O							
in	O	O							
einem	O	O							
blü	O	O							
¬	O	O							
# segment_iiif_link									
und	O	O							
dänischen	O	O							
Regierung	O	O							
statt	O	O							
gefunden	O	O							
.	O	O							
Ich	O	O							
sagte	O	O							
dar	O	O							
¬	O	O							
# segment_iiif_link									
auf	O	O							
,	O	O							
ich	O	O							
glaubte	O	O							
,	O	O							
daß	O	O							
der	O	O							
Lord	B-PERS	O					Q1090291	_	
Gower	I-PERS	O					Q1090291	_	
dem	O	O							
Kaiserl	O	O							
Mi	O	O							
¬	O	O							
# segment_iiif_link									
nisterium	O	O							
über	O	O							
diesen	O	O							
Gegenstand	O	O							
eine	O	O							
Note	O	O							
übergeben	O	O							
habe	O	O							
,	O	O							
# segment_iiif_link									
worauf	O	O							
Se	O	O							
.	O	O							
Majestät	O	O							
erwiederten	O	O							
,	O	O							
daß	O	O							
dies	O	O							
sich	O	O							
so	O	O							
verhalte	O	O							
,	O	O							
# segment_iiif_link									
daß	O	O							
aber	O	O							
der	O	O							
Inhalt	O	O							
der	O	O							
Note	O	O							
lächerlich	O	O							
sey	O	O							
,	O	O							
da	O	O							
solche	O	O							
we	O	O							
¬	O	O							
# segment_iiif_link									
der	O	O							
hinlängliche	O	O							
Auskunft	O	O							
enthalte	O	O							
,	O	O							
noch	O	O							
irgend	O	O							
eine	O	O							
Genug	O	O							
¬	O	O							
# segment_iiif_link									
thuung	O	O							
anbiete	O	O							
.	O	O							
Se	O	O							
.	O	O							
Kaiserl	O	O							
.	O	O							
Majestät	O	O							
sprachen	O	O							
darnächst	O	O							
# segment_iiif_link									
von	O	O							
der	O	O							
großen	O	O							
Betrübniß	O	O							
,	O	O							
die	O	O							
Ihnen	O	O							
durch	O	O							
unsern	O	O							
unver	O	O							
¬	O	O							
# segment_iiif_link									
antwortlichen	O	O							
Angriff	O	O							
verursacht	O	O							
worden	O	O							
,	O	O							
und	O	O							
daß	O	O							
nie	O	O							
et	O	O							
¬	O	O							
# segment_iiif_link									
was	O	O							
Aehnliches	O	O							
geschehen	O	O							
sey	O	O							
;	O	O							
daß	O	O							
,	O	O							
wenn	O	O							
ein	O	O							
solches	O	O							
Ver	O	O							
¬	O	O							
# segment_iiif_link									
fahren	O	O							
gelten	O	O							
sollte	O	O							
,	O	O							
alle	O	O							
Verhältnisse	O	O							
,	O	O							
die	O	O							
das	O	O							
Verfahren	O	O							
# segment_iiif_link									
der	O	O							
Nationen	O	O							
gegen	O	O							
einander	O	O							
bisher	O	O							
bestimmt	O	O							
hätten	O	O							
,	O	O							
zu	O	O							
# segment_iiif_link									
Grunde	O	O							
gehen	O	O							
würden	O	O							
,	O	O							
und	O	O							
daß	O	O							
in	O	O							
dem	O	O							
Falle	O	O							
ein	O	O							
jeder	O	O							
thun	O	O							
# segment_iiif_link									
könnte	O	O							
,	O	O							
was	O	O							
ihm	O	O							
beliebe	O	O							
.	O	O							
Se	O	O							
.	O	O							
Kaiserl	O	O							
.	O	O							
Majestät	O	O							
sagten	O	O							
mir	O	O							
# segment_iiif_link									
in	O	O							
den	O	O							
bestimmtesten	O	O							
Ausdrücken	O	O							
,	O	O							
mit	O	O							
dem	O	O							
festesten	O	O							
Tone	O	O							
,	O	O							
# segment_iiif_link									
daß	O	O							
er	O	O							
Genugthuung	O	O							
für	O	O							
diesen	O	O							
,	O	O							
ohne	O	O							
alle	O	O							
Veranlassung	O	O							
un	O	O							
¬	O	O							
# segment_iiif_link									
ternommenen	O	O							
,	O	O							
Angriff	O	O							
fordere	O	O							
;	O	O							
daß	O	O							
dies	O	O							
seine	O	O							
Pflicht	O	O							
,	O	O							
als	O	O							
# segment_iiif_link									
Kaiser	O	O							
von	O	O							
Rußland	B-LOC	O					Q159	_	
,	O	O							
sey	O	O							
,	O	O							
und	O	O							
daß	O	O							
er	O	O							
Genugthuung	O	O							
wolle	O	O							
.	O	O							
# segment_iiif_link									
Er	O	O							
fragte	O	O							
mich	O	O							
,	O	O							
ob	O	O							
ich	O	O							
wagen	O	O							
dürfe	O	O							
,	O	O							
über	O	O							
diesen	O	O							
Gegenstand	O	O							
# segment_iiif_link									
anderer	O	O							
Meynung	O	O							
,	O	O							
als	O	O							
er	O	O							
,	O	O							
zu	O	O							
seyn	O	O							
?	O	O							
Er	O	O							
sagte	O	O							
ferner	O	O							
;	O	O							
daß	O	O							
# segment_iiif_link									
die	O	O							
feyerlichsten	O	O							
Traktate	O	O							
und	O	O							
Verpflichtungen	O	O							
ihn	O	O							
mit	O	O							
Dä	O	O							
¬	O	O							
# segment_iiif_link									
nemark	O	O							
verbänden	O	O							
,	O	O							
und	O	O							
daß	O	O							
er	O	O							
entschlossen	O	O							
sey	O	O							
,	O	O							
solche	O	O							
zu	O	O							
# segment_iiif_link									
erfüllen	O	O							
.	O	O							
Se	O	O							
Kaiserl	O	O							
.	O	O							
Majestät	O	O							
fügten	O	O							
hinzu	O	O							
,	O	O							
er	O	O							
vermuthe	O	O							
,	O	O							
# segment_iiif_link									
wir	O	O							
dächten	O	O							
auf	O	O							
einen	O	O							
Angriff	O	O							
auf	O	O							
Kronstadt	O	O							
;	O	O							
daß	O	O							
er	O	O							
zwar	O	O							
den	O	O							
# segment_iiif_link									
Ausgang	O	O							
eines	O	O							
solchen	O	O							
Angriffs	O	O							
nicht	O	O							
vorhersehen	O	O							
könne	O	O							
,	O	O							
# segment_iiif_link									
daß	O	O							
er	O	O							
aber	O	O							
bis	O	O							
zum	O	O							
letzten	O	O							
Mann	O	O							
Widerstand	O	O							
leisten	O	O							
,	O	O							
und	O	O							
# segment_iiif_link									
sich	O	O							
des	O	O							
hohen	O	O							
Postens	O	O							
,	O	O							
worauf	O	O							
ihn	O	O							
die	O	O							
Vorsehung	O	O							
gestellt	O	O							
# segment_iiif_link									
habe	O	O							
,	O	O							
nicht	O	O							
unwürdig	O	O							
bezeigen	O	O							
wolle	O	O							
.	O	O							
—	O	O							
Ich	O	O							
antwortete	O	O							
,	O	O							
# segment_iiif_link									
ich	O	O							
hätte	O	O							
alle	O	O							
Ursache	O	O							
zu	O	O							
heffen	O	O							
und	O	O							
zu	O	O							
glauben	O	O							
,	O	O							
daß	O	O							
wir	O	O							
auf	O	O							
# segment_iiif_link									
Kronstadt	O	O							
keinen	O	O							
Angriff	O	O							
thun	O	O							
würden	O	O							
.	O	O							
Er	O	O							
entgegnete	O	O							
,	O	O							
# segment_iiif_link									
daß	O	O							
er	O	O							
darauf	O	O							
gefaßt	O	O							
,	O	O							
und	O	O							
sein	O	O							
Entschluß	O	O							
unerschütterlich	O	O							
sey	O	O							
.	O	O							
# segment_iiif_link									
Darauf	O	O							
endigte	O	O							
er	O	O							
das	O	O							
Gespräch	O	O							
,	O	O							
und	O	O							
wiederholte	O	O							
mit	O	O							
vielem	O	O							
# segment_iiif_link									
Nachdruck	O	O							
:	O	O							
„	O	O							
Daß	O	O							
er	O	O							
Genugthuung	O	O							
für	O	O							
Dänemark	B-LOC	B-ORG					Q35	Q35	
wolle	O	O							
# segment_iiif_link									
Der	O	O							
Freymüthige	O	O							
vom	O	O							
7	O	O							
.	O	O							
April	O	O							
enthält	O	O							
Folgendes	O	O							
:	O	O							
# segment_iiif_link									
Hamburger	O	O							
-	O	O							
Korrespondenten	O	O							
wird	O	O							
,	O	O							
von	O	O							
Petersburg	B-LOC	O					Q656	_	
aus	O	O							
,	O	O							
# segment_iiif_link									
angedeutet	O	O							
,	O	O							
und	O	O							
in	O	O							
der	O	O							
neuesten	O	O							
Berlinischen	O	O							
Zeitung	O	O							
aus	O	O							
¬	O	O							
# segment_iiif_link									
gesprochen	O	O							
,	O	O							
daß	O	O							
H	B-PERS	O					NIL	_	
.	I-PERS	O					NIL	_	
von	I-PERS	O					NIL	_	
Rotzebue	I-PERS	O					NIL	_	
in	O	O							
Ehstland	B-LOC	O					NIL	_	
gestorben	O	O							
# segment_iiif_link									
sey	O	O							
.	O	O							
Man	O	O							
hat	O	O							
viele	O	O							
Gründe	O	O							
,	O	O							
die	O	O							
Authentizität	O	O							
dieser	O	O							
Nach	O	O							
¬	O	O							
# segment_iiif_link									
richt	O	O							
zu	O	O							
bezweifeln	O	O							
;	O	O							
merkwürdig	O	O							
ist	O	O							
übrigens	O	O							
die	O	O							
Eilfertig	O	O							
¬	O	O							
# segment_iiif_link									
keit	O	O							
,	O	O							
mit	O	O							
der	O	O							
man	O	O							
dem	O	O							
Publikum	O	O							
unverbürgte	O	O							
Notizen	O	O							
mit	O	O							
¬	O	O							
# segment_iiif_link									
theilt	O	O							
,	O	O							
die	O	O							
für	O	O							
dasselbe	O	O							
tief	O	O							
erschütternd	O	O							
seyn	O	O							
müßen	O	O							
!	O	O							
""""	O	O							
Das	O	O							
# segment_iiif_link									
*	O	O							
Am	O	O							
22	O	O							
.	O	O							
Merz	O	O							
sah	O	O							
man	O	O							
auf	O	O							
der	O	O							
großen	O	O							
Parade	O	O							
zu	O	O							
Peters	B-LOC	O					NIL	_	
¬	I-LOC	O					NIL	_	
# segment_iiif_link									
burg	I-LOC	O					NIL	_	
4	O	O							
.	O	O							
eroberte	O	O							
schwedische	O	O							
Fahnen	O	O							
und	O	O							
eine	O	O							
Flagge	O	O							
# segment_iiif_link									
die	O	O							
General	O	O							
Burhöyden	O	O							
eingeschickt	O	O							
hatte	O	O							
.	O	O							

# document_id									
# segment_iiif_link									
Bibelgesellschaften	O	O							
.	O	O							
# segment_iiif_link									
Da	O	O							
diese	O	O							
merkwürdige	O	O							
Erscheinung	O	O							
,	O	O							
diese	O	O							
Stimme	O	O							
in	O	O							
vie	O	O							
¬	O	O							
# segment_iiif_link									
len	O	O							
Wüsten	O	O							
,	O	O							
die	O	O							
doch	O	O							
nicht	O	O							
überhört	O	O							
wird	O	O							
,	O	O							
und	O	O							
in	O	O							
hundert	O	O							
# segment_iiif_link									
Zungen	O	O							
viele	O	O							
Tausend	O	O							
Hörer	O	O							
findet	O	O							
,	O	O							
trotz	O	O							
aller	O	O							
Anfeindun	O	O							
¬	O	O							
# segment_iiif_link									
gen	O	O							
und	O	O							
Widersprüche	O	O							
im	O	O							
Stillen	O	O							
kräftig	O	O							
fortwirkt	O	O							
,	O	O							
so	O	O							
ist	O	O							
# segment_iiif_link									
sie	O	O							
eine	O	O							
geschichtliche	O	O							
Zeitkrise	O	O							
,	O	O							
die	O	O							
immer	O	O							
aufs	O	O							
Neue	O	O							
ins	O	O							
# segment_iiif_link									
Auge	O	O							
gefaßt	O	O							
werden	O	O							
muß	O	O							
.	O	O							
Was	O	O							
sich	O	O							
etwa	O	O							
mit	O	O							
Glimpf	O	O							
und	O	O							
# segment_iiif_link									
Fug	O	O							
dagegen	O	O							
sagen	O	O							
ließ	O	O							
,	O	O							
hat	O	O							
noch	O	O							
immer	O	O							
der	O	O							
würdige	O	O							
De	B-PERS	O					NIL	_	
¬	I-PERS	O					NIL	_	
# segment_iiif_link									
kan	I-PERS	O					NIL	_	
Kaiser	I-PERS	O					NIL	_	
in	I-PERS	O					NIL	_	
Ansbach	I-PERS	O					NIL	_	
in	O	O							
seinem	O	O							
Sendschreiben	O	O							
an	O	O							
# segment_iiif_link									
die	O	O							
verehrte	O	O							
Bibelgesellschaft	O	O							
in	O	O							
Nürnberg	B-LOC	O					Q2207041	_	
am	O	O							
# segment_iiif_link									
billigsten	O	O							
ausgesprochen	O	O							
.	O	O							
Man	O	O							
darf	O	O							
nicht	O	O							
ungelesen	O	O							
lassen	O	O							
,	O	O							
# segment_iiif_link									
was	O	O							
M	O	O							
.	O	O							
Mles	O	O							
,	O	O							
Pfarrer	O	O							
zu	O	O							
Deyzisau	O	O							
im	O	O							
Königreich	B-LOC	O					NIL	_	
Wür	I-LOC	O					NIL	_	
¬	I-LOC	O					NIL	_	
# segment_iiif_link									
temberg	I-LOC	O					NIL	_	
,	O	O							
in	O	O							
seiner	O	O							
Prüfung	O	O							
dieses	O	O							
Sendschreibens	O	O							
(	O	O							
128	O	O							
.	O	O							
S	O	O							
.	O	O							
# segment_iiif_link									
Stuttgart	O	O							
,	O	O							
bey	O	O							
Steinkopf	O	O							
)	O	O							
dagegen	O	O							
erinnert	O	O							
hat	O	O							
.	O	O							
Auch	O	O							
er	O	O							
,	O	O							
# segment_iiif_link									
dem	O	O							
Grundgesetz	O	O							
der	O	O							
Londoner	O	O							
-	O	O							
Muttergesellschaft	O	O							
treu	O	O							
,	O	O							
# segment_iiif_link									
verweigert	O	O							
alle	O	O							
vorgeschlagenen	O	O							
Bibelauszüge	O	O							
und	O	O							
Verbesse	O	O							
¬	O	O							
# segment_iiif_link									
rung	O	O							
der	O	O							
lutherischen	O	O							
Uebersetzung	O	O							
,	O	O							
bis	O	O							
ein	O	O							
zweyter	O	O							
Luther	O	O							
# segment_iiif_link									
eine	O	O							
neue	O	O							
Reformation	O	O							
der	O	O							
protestantischen	O	O							
Kirche	O	O							
,	O	O							
deren	O	O							
# segment_iiif_link									
sie	O	O							
so	O	O							
sehr	O	O							
bedürfe	O	O							
,	O	O							
an	O	O							
Haupt	O	O							
und	O	O							
Gliedern	O	O							
beginne	O	O							
.	O	O							
Man	O	O							
# segment_iiif_link									
mag	O	O							
aber	O	O							
mit	O	O							
Recht	O	O							
fragen	O	O							
,	O	O							
wer	O	O							
ist	O	O							
da	O	O							
das	O	O							
Haupt	O	O							
?	O	O							
die	O	O							
# segment_iiif_link									
Glieder	O	O							
sehn	O	O							
wir	O	O							
wohl	O	O							
.	O	O							
Die	O	O							
große	O	O							
Frage	O	O							
des	O	O							
Apostels	O	O							
an	O	O							
# segment_iiif_link									
den	O	O							
Kämmerer	O	O							
aus	O	O							
