TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC	LEVENSHTEIN	DATE
reichs	I-ORG	O									1798-01-20 00:00:00
Schutz	I-ORG	O									1798-01-20 00:00:00
und	O	O									1798-01-20 00:00:00
Beystand	O	O									1798-01-20 00:00:00
erflehten	O	O									1798-01-20 00:00:00
sehr	O	O									1798-01-20 00:00:00
dringend	O	O									1798-01-20 00:00:00
# segment_iiif_link											
„	O	O									1798-01-20 00:00:00
und	O	O									1798-01-20 00:00:00
derb	O	O									1798-01-20 00:00:00
abgewiesen	O	O									1798-01-20 00:00:00
,	O	O									1798-01-20 00:00:00
und	O	O									1798-01-20 00:00:00
vom	O	O									1798-01-20 00:00:00
ganzen	O	O									1798-01-20 00:00:00
Vorhaben	O	O									1798-01-20 00:00:00
# segment_iiif_link											
dem	O	O									1798-01-20 00:00:00
Kardinal	B-PERS	O									1798-01-20 00:00:00
Staatssekretär	I-PERS	O									1798-01-20 00:00:00
Nachricht	I-PERS	O									1798-01-20 00:00:00
gegeben	O	O									1798-01-20 00:00:00
,	O	O									1798-01-20 00:00:00
# segment_iiif_link											
damit	O	O									1798-01-20 00:00:00
er	O	O									1798-01-20 00:00:00
Sicherheitsanstalten	O	O									1798-01-20 00:00:00
träfe	O	O									1798-01-20 00:00:00
.	O	O									1798-01-20 00:00:00
Derselbe	O	O									1798-01-20 00:00:00
ver	O	O									1798-01-20 00:00:00
¬	O	O									1798-01-20 00:00:00
# segment_iiif_link											
sprach	O	O									1798-01-20 00:00:00
,	O	O									1798-01-20 00:00:00
Abends	O	O									1798-01-20 00:00:00
um	O	O									1798-01-20 00:00:00
6	O	O									1798-01-20 00:00:00
Uhr	O	O									1798-01-20 00:00:00
den	O	O									1798-01-20 00:00:00
franz	O	O									1798-01-20 00:00:00
.	O	O									1798-01-20 00:00:00
Gesandten	O	O									1798-01-20 00:00:00
in	O	O									1798-01-20 00:00:00
# segment_iiif_link											
seiner	O	O									1798-01-20 00:00:00
Wohnung	O	O									1798-01-20 00:00:00
zu	O	O									1798-01-20 00:00:00
besuchen	O	O									1798-01-20 00:00:00
,	O	O									1798-01-20 00:00:00
und	O	O									1798-01-20 00:00:00
mit	O	O									1798-01-20 00:00:00
ihm	O	O									1798-01-20 00:00:00
noch	O	O									1798-01-20 00:00:00
# segment_iiif_link											
nähere	O	O									1798-01-20 00:00:00
Maßregeln	O	O									1798-01-20 00:00:00
zu	O	O									1798-01-20 00:00:00
verabreden	O	O									1798-01-20 00:00:00
.	O	O									1798-01-20 00:00:00
Aller	O	O									1798-01-20 00:00:00
dieser	O	O									1798-01-20 00:00:00
Vor	O	O									1798-01-20 00:00:00
¬	O	O									1798-01-20 00:00:00
# segment_iiif_link											
sicht	O	O									1798-01-20 00:00:00
ungeachtet	O	O									1798-01-20 00:00:00
ward	O	O									1798-01-20 00:00:00
der	O	O									1798-01-20 00:00:00
Ausbruch	O	O									1798-01-20 00:00:00
des	O	O									1798-01-20 00:00:00
Auflaufs	O	O									1798-01-20 00:00:00
# segment_iiif_link											
von	O	O									1798-01-20 00:00:00
pässtlichen	O	O									1798-01-20 00:00:00
Emissarien	O	O									1798-01-20 00:00:00
selbst	O	O									1798-01-20 00:00:00
,	O	O									1798-01-20 00:00:00
die	O	O									1798-01-20 00:00:00
am	O	O									1798-01-20 00:00:00
lautesten	O	O									1798-01-20 00:00:00
# segment_iiif_link											
Vivat	O	O									1798-01-20 00:00:00
riefen	O	O									1798-01-20 00:00:00
,	O	O									1798-01-20 00:00:00
veranstaltet	O	O									1798-01-20 00:00:00
und	O	O									1798-01-20 00:00:00
geleitet	O	O									1798-01-20 00:00:00
.	O	O									1798-01-20 00:00:00
Man	O	O									1798-01-20 00:00:00
ver	O	O									1798-01-20 00:00:00
¬	O	O									1798-01-20 00:00:00
# segment_iiif_link											
letzte	O	O									1798-01-20 00:00:00
die	O	O									1798-01-20 00:00:00
Freyheit	O	O									1798-01-20 00:00:00
des	O	O									1798-01-20 00:00:00
französ	O	O									1798-01-20 00:00:00
.	O	O									1798-01-20 00:00:00
Pallastes	O	O									1798-01-20 00:00:00
,	O	O									1798-01-20 00:00:00
drang	O	O									1798-01-20 00:00:00
in	O	O									1798-01-20 00:00:00
# segment_iiif_link											
die	O	O									1798-01-20 00:00:00
Höfe	O	O									1798-01-20 00:00:00
ein	O	O									1798-01-20 00:00:00
,	O	O									1798-01-20 00:00:00
schoß	O	O									1798-01-20 00:00:00
und	O	O									1798-01-20 00:00:00
mordete	O	O									1798-01-20 00:00:00
daselbst	O	O									1798-01-20 00:00:00
,	O	O									1798-01-20 00:00:00
und	O	O									1798-01-20 00:00:00
er	O	O									1798-01-20 00:00:00
¬	O	O									1798-01-20 00:00:00
# segment_iiif_link											
legte	O	O									1798-01-20 00:00:00
den	O	O									1798-01-20 00:00:00
Gen	O	O									1798-01-20 00:00:00
.	O	O									1798-01-20 00:00:00
Duphot	O	O									1798-01-20 00:00:00
,	O	O									1798-01-20 00:00:00
der	O	O									1798-01-20 00:00:00
die	O	O									1798-01-20 00:00:00
Soldaten	O	O									1798-01-20 00:00:00
mit	O	O									1798-01-20 00:00:00
un	O	O									1798-01-20 00:00:00
¬	O	O									1798-01-20 00:00:00
# segment_iiif_link											
erschrockener	O	O									1798-01-20 00:00:00
Kuhnheit	O	O									1798-01-20 00:00:00
vom	O	O									1798-01-20 00:00:00
fernern	O	O									1798-01-20 00:00:00
Feuern	O	O									1798-01-20 00:00:00
abhal	O	O									1798-01-20 00:00:00
¬	O	O									1798-01-20 00:00:00
# segment_iiif_link											
ten	O	O									1798-01-20 00:00:00
wollte	O	O									1798-01-20 00:00:00
,	O	O									1798-01-20 00:00:00
mit	O	O									1798-01-20 00:00:00
vielen	O	O									1798-01-20 00:00:00
Schüssen	O	O									1798-01-20 00:00:00
,	O	O									1798-01-20 00:00:00
Stichen	O	O									1798-01-20 00:00:00
u	O	O									1798-01-20 00:00:00
.	O	O									1798-01-20 00:00:00
Stein	O	O									1798-01-20 00:00:00
¬	O	O									1798-01-20 00:00:00
# segment_iiif_link											
würfen	O	O									1798-01-20 00:00:00
.	O	O									1798-01-20 00:00:00
Selbst	O	O									1798-01-20 00:00:00
den	O	O									1798-01-20 00:00:00
Gesandten	O	O									1798-01-20 00:00:00
und	O	O									1798-01-20 00:00:00
den	O	O									1798-01-20 00:00:00
General	B-PERS	O									1798-01-20 00:00:00
¬	I-PERS	O									1798-01-20 00:00:00
# segment_iiif_link											
Lieutenant	I-PERS	O									1798-01-20 00:00:00
Sherlöck	I-PERS	O									1798-01-20 00:00:00
wollten	O	O									1798-01-20 00:00:00
die	O	O									1798-01-20 00:00:00
Unbändigen	O	O									1798-01-20 00:00:00
töd	O	O									1798-01-20 00:00:00
¬	O	O									1798-01-20 00:00:00
# segment_iiif_link											
ten	O	O									1798-01-20 00:00:00
;	O	O									1798-01-20 00:00:00
aber	O	O									1798-01-20 00:00:00
es	O	O									1798-01-20 00:00:00
gelang	O	O									1798-01-20 00:00:00
den	O	O									1798-01-20 00:00:00
beyden	O	O									1798-01-20 00:00:00
Verfolgten	O	O									1798-01-20 00:00:00
zu	O	O									1798-01-20 00:00:00
ent	O	O									1798-01-20 00:00:00
¬	O	O									1798-01-20 00:00:00
# segment_iiif_link											
kommen	O	O									1798-01-20 00:00:00
.	O	O									1798-01-20 00:00:00
Es	O	O									1798-01-20 00:00:00
ließ	O	O									1798-01-20 00:00:00
sich	O	O									1798-01-20 00:00:00
aber	O	O									1798-01-20 00:00:00
dennoch	O	O									1798-01-20 00:00:00
keine	O	O									1798-01-20 00:00:00
Obrigkeit	O	O									1798-01-20 00:00:00
# segment_iiif_link											
sehen	O	O									1798-01-20 00:00:00
,	O	O									1798-01-20 00:00:00
um	O	O									1798-01-20 00:00:00
abzuwehren	O	O									1798-01-20 00:00:00
,	O	O									1798-01-20 00:00:00
obschon	O	O									1798-01-20 00:00:00
daß	O	O									1798-01-20 00:00:00
Schießen	O	O									1798-01-20 00:00:00
im	O	O									1798-01-20 00:00:00
# segment_iiif_link											
Pallaste	O	O									1798-01-20 00:00:00
noch	O	O									1798-01-20 00:00:00
lange	O	O									1798-01-20 00:00:00
fortdauerte	O	O									1798-01-20 00:00:00
.	O	O									1798-01-20 00:00:00
Nur	O	O									1798-01-20 00:00:00
einen	O	O									1798-01-20 00:00:00
leeren	O	O									1798-01-20 00:00:00
# segment_iiif_link											
Bedauerungsbrief	O	O									1798-01-20 00:00:00
schrieb	O	O									1798-01-20 00:00:00
der	O	O									1798-01-20 00:00:00
Staatssekretär	O	O									1798-01-20 00:00:00
in	O	O									1798-01-20 00:00:00
der	O	O									1798-01-20 00:00:00
# segment_iiif_link											
Folge	O	O									1798-01-20 00:00:00
;	O	O									1798-01-20 00:00:00
aber	O	O									1798-01-20 00:00:00
am	O	O									1798-01-20 00:00:00
Tage	O	O									1798-01-20 00:00:00
des	O	O									1798-01-20 00:00:00
Mordes	O	O									1798-01-20 00:00:00
selbst	O	O									1798-01-20 00:00:00
kam	O	O									1798-01-20 00:00:00
er	O	O									1798-01-20 00:00:00
zur	O	O									1798-01-20 00:00:00
# segment_iiif_link											
versprochenen	O	O									1798-01-20 00:00:00
Stunde	O	O									1798-01-20 00:00:00
gar	O	O									1798-01-20 00:00:00
nicht	O	O									1798-01-20 00:00:00
,	O	O									1798-01-20 00:00:00
und	O	O									1798-01-20 00:00:00
überließ	O	O									1798-01-20 00:00:00
den	O	O									1798-01-20 00:00:00
# segment_iiif_link											
Gesandten	O	O									1798-01-20 00:00:00
seinem	O	O									1798-01-20 00:00:00
Schicksal	O	O									1798-01-20 00:00:00
,	O	O									1798-01-20 00:00:00
obwohl	O	O									1798-01-20 00:00:00
seine	O	O									1798-01-20 00:00:00
Gegen	O	O									1798-01-20 00:00:00
¬	O	O									1798-01-20 00:00:00
# segment_iiif_link											
wart	O	O									1798-01-20 00:00:00
gewiß	O	O									1798-01-20 00:00:00
das	O	O									1798-01-20 00:00:00
fernere	O	O									1798-01-20 00:00:00
Blutbad	O	O									1798-01-20 00:00:00
,	O	O									1798-01-20 00:00:00
in	O	O									1798-01-20 00:00:00
welchem	O	O									1798-01-20 00:00:00
mehr	O	O									1798-01-20 00:00:00
# segment_iiif_link											
als	O	O									1798-01-20 00:00:00
20	O	O									1798-01-20 00:00:00
Personen	O	O									1798-01-20 00:00:00
das	O	O									1798-01-20 00:00:00
Leben	O	O									1798-01-20 00:00:00
verloren	O	O									1798-01-20 00:00:00
,	O	O									1798-01-20 00:00:00
verhütet	O	O									1798-01-20 00:00:00
hät	O	O									1798-01-20 00:00:00
¬	O	O									1798-01-20 00:00:00
# segment_iiif_link											
te	O	O									1798-01-20 00:00:00
.	O	O									1798-01-20 00:00:00
—	O	O									1798-01-20 00:00:00
Das	O	O									1798-01-20 00:00:00
Directorium	O	O									1798-01-20 00:00:00
beschloß	O	O									1798-01-20 00:00:00
diesen	O	O									1798-01-20 00:00:00
Nachrichten	O	O									1798-01-20 00:00:00
# segment_iiif_link											
zufolge	O	O									1798-01-20 00:00:00
,	O	O									1798-01-20 00:00:00
welche	O	O									1798-01-20 00:00:00
es	O	O									1798-01-20 00:00:00
einleuchtend	O	O									1798-01-20 00:00:00
machten	O	O									1798-01-20 00:00:00
,	O	O									1798-01-20 00:00:00
man	O	O									1798-01-20 00:00:00
habe	O	O									1798-01-20 00:00:00
# segment_iiif_link											
in	O	O									1798-01-20 00:00:00
Rom	B-LOC	O									1798-01-20 00:00:00
die	O	O									1798-01-20 00:00:00
Ermordung	O	O									1798-01-20 00:00:00
Basseville	O	O									1798-01-20 00:00:00
'	O	O									1798-01-20 00:00:00
s	O	O									1798-01-20 00:00:00
erneuern	O	O									1798-01-20 00:00:00
wol	O	O									1798-01-20 00:00:00
¬	O	O									1798-01-20 00:00:00
# segment_iiif_link											
len	O	O									1798-01-20 00:00:00
,	O	O									1798-01-20 00:00:00
indem	O	O									1798-01-20 00:00:00
man	O	O									1798-01-20 00:00:00
den	O	O									1798-01-20 00:00:00
Gen	O	O									1798-01-20 00:00:00
.	O	O									1798-01-20 00:00:00
Duphot	O	O									1798-01-20 00:00:00
umbrachte	O	O									1798-01-20 00:00:00
:	O	O									1798-01-20 00:00:00
der	O	O									1798-01-20 00:00:00
											
# document_id											
# segment_iiif_link											
henden	O	O									1808-04-29 00:00:00
und	O	O									1808-04-29 00:00:00
glücklichen	O	O									1808-04-29 00:00:00
Zustande	O	O									1808-04-29 00:00:00
gelebt	O	O									1808-04-29 00:00:00
habe	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
und	O	O									1808-04-29 00:00:00
daß	O	O									1808-04-29 00:00:00
kein	O	O									1808-04-29 00:00:00
# segment_iiif_link											
Beweggrund	O	O									1808-04-29 00:00:00
ihn	O	O									1808-04-29 00:00:00
jemals	O	O									1808-04-29 00:00:00
dahin	O	O									1808-04-29 00:00:00
bringen	O	O									1808-04-29 00:00:00
könne	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
von	O	O									1808-04-29 00:00:00
diesem	O	O									1808-04-29 00:00:00
# segment_iiif_link											
Vorsatze	O	O									1808-04-29 00:00:00
abzustehen	O	O									1808-04-29 00:00:00
.	O	O									1808-04-29 00:00:00
Se	O	O									1808-04-29 00:00:00
.	O	O									1808-04-29 00:00:00
Kaiserl	O	O									1808-04-29 00:00:00
.	O	O									1808-04-29 00:00:00
Majestät	O	O									1808-04-29 00:00:00
fügten	O	O									1808-04-29 00:00:00
hinzu	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
# segment_iiif_link											
daß	O	O									1808-04-29 00:00:00
ich	O	O									1808-04-29 00:00:00
den	O	O									1808-04-29 00:00:00
festen	O	O									1808-04-29 00:00:00
Karakter	O	O									1808-04-29 00:00:00
des	O	O									1808-04-29 00:00:00
Kronprinzen	O	O									1808-04-29 00:00:00
hinlänglich	O	O									1808-04-29 00:00:00
ken	O	O									1808-04-29 00:00:00
¬	O	O									1808-04-29 00:00:00
# segment_iiif_link											
nen	O	O									1808-04-29 00:00:00
müße	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
um	O	O									1808-04-29 00:00:00
zu	O	O									1808-04-29 00:00:00
wissen	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
daß	O	O									1808-04-29 00:00:00
nichts	O	O									1808-04-29 00:00:00
schwerer	O	O									1808-04-29 00:00:00
sey	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
als	O	O									1808-04-29 00:00:00
seine	O	O									1808-04-29 00:00:00
# segment_iiif_link											
Entschlüsse	O	O									1808-04-29 00:00:00
zu	O	O									1808-04-29 00:00:00
erschüttern	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
oder	O	O									1808-04-29 00:00:00
ihn	O	O									1808-04-29 00:00:00
zu	O	O									1808-04-29 00:00:00
bewegen	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
ein	O	O									1808-04-29 00:00:00
ein	O	O									1808-04-29 00:00:00
¬	O	O									1808-04-29 00:00:00
# segment_iiif_link											
mal	O	O									1808-04-29 00:00:00
angenommenes	O	O									1808-04-29 00:00:00
System	O	O									1808-04-29 00:00:00
zu	O	O									1808-04-29 00:00:00
verlassen	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
und	O	O									1808-04-29 00:00:00
daß	O	O									1808-04-29 00:00:00
er	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
der	O	O									1808-04-29 00:00:00
# segment_iiif_link											
Kaiser	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
überzeugt	O	O									1808-04-29 00:00:00
sey	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
es	O	O									1808-04-29 00:00:00
habe	O	O									1808-04-29 00:00:00
vor	O	O									1808-04-29 00:00:00
unserm	O	O									1808-04-29 00:00:00
Angriff	O	O									1808-04-29 00:00:00
auf	O	O									1808-04-29 00:00:00
Ro	O	O									1808-04-29 00:00:00
¬	O	O									1808-04-29 00:00:00
# segment_iiif_link											
(	O	O									1808-04-29 00:00:00
Aus	O	O									1808-04-29 00:00:00
dem	O	O									1808-04-29 00:00:00
danischen	O	O									1808-04-29 00:00:00
Blatte	O	O									1808-04-29 00:00:00
Dagen	O	O									1808-04-29 00:00:00
.	O	O									1808-04-29 00:00:00
)	O	O									1808-04-29 00:00:00
Da	O	O									1808-04-29 00:00:00
das	O	O									1808-04-29 00:00:00
engli	O	O									1808-04-29 00:00:00
¬	O	O									1808-04-29 00:00:00
# segment_iiif_link											
sche	O	O									1808-04-29 00:00:00
Ministerium	O	O									1808-04-29 00:00:00
die	O	O									1808-04-29 00:00:00
englische	O	O									1808-04-29 00:00:00
Nation	O	O									1808-04-29 00:00:00
versichert	O	O									1808-04-29 00:00:00
hat	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
daß	O	O									1808-04-29 00:00:00
# segment_iiif_link											
den	O	O									1808-04-29 00:00:00
Kaiser	O	O									1808-04-29 00:00:00
von	O	O									1808-04-29 00:00:00
Rußland	B-LOC	O									1808-04-29 00:00:00
Anfangs	O	O									1808-04-29 00:00:00
nicht	O	O									1808-04-29 00:00:00
das	O	O									1808-04-29 00:00:00
geringste	O	O									1808-04-29 00:00:00
Miß	O	O									1808-04-29 00:00:00
¬	O	O									1808-04-29 00:00:00
# segment_iiif_link											
vergnügen	O	O									1808-04-29 00:00:00
über	O	O									1808-04-29 00:00:00
den	O	O									1808-04-29 00:00:00
Raubzug	O	O									1808-04-29 00:00:00
nach	O	O									1808-04-29 00:00:00
Seeland	B-LOC	O									1808-04-29 00:00:00
geäussert	O	O									1808-04-29 00:00:00
habe	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
# segment_iiif_link											
so	O	O									1808-04-29 00:00:00
wird	O	O									1808-04-29 00:00:00
man	O	O									1808-04-29 00:00:00
nicht	O	O									1808-04-29 00:00:00
ohne	O	O									1808-04-29 00:00:00
Interesse	O	O									1808-04-29 00:00:00
nachstehende	O	O									1808-04-29 00:00:00
Erläuterun	O	O									1808-04-29 00:00:00
¬	O	O									1808-04-29 00:00:00
# segment_iiif_link											
gen	O	O									1808-04-29 00:00:00
über	O	O									1808-04-29 00:00:00
eine	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
zwischen	O	O									1808-04-29 00:00:00
dem	O	O									1808-04-29 00:00:00
Kaiser	O	O									1808-04-29 00:00:00
von	O	O									1808-04-29 00:00:00
Rußland	B-LOC	B-ORG									1808-04-29 00:00:00
und	O	O									1808-04-29 00:00:00
dem	O	O									1808-04-29 00:00:00
# segment_iiif_link											
General	B-PERS	O									1808-04-29 00:00:00
Hutchinson	I-PERS	O									1808-04-29 00:00:00
vorgefallene	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
Unterredung	O	O									1808-04-29 00:00:00
lesen	O	O									1808-04-29 00:00:00
.	O	O									1808-04-29 00:00:00
Se	O	O									1808-04-29 00:00:00
.	O	O									1808-04-29 00:00:00
# segment_iiif_link											
Kaiserl	O	O									1808-04-29 00:00:00
.	O	O									1808-04-29 00:00:00
Majestät	O	O									1808-04-29 00:00:00
—	O	O									1808-04-29 00:00:00
so	O	O									1808-04-29 00:00:00
berichtet	O	O									1808-04-29 00:00:00
der	O	O									1808-04-29 00:00:00
General	B-PERS	O									1808-04-29 00:00:00
Hutchinson	I-PERS	O									1808-04-29 00:00:00
# segment_iiif_link											
—	O	O									1808-04-29 00:00:00
flengen	O	O									1808-04-29 00:00:00
die	O	O									1808-04-29 00:00:00
Unterredung	O	O									1808-04-29 00:00:00
mit	O	O									1808-04-29 00:00:00
der	O	O									1808-04-29 00:00:00
Frage	O	O									1808-04-29 00:00:00
an	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
was	O	O									1808-04-29 00:00:00
ich	O	O									1808-04-29 00:00:00
von	O	O									1808-04-29 00:00:00
# segment_iiif_link											
unserm	O	O									1808-04-29 00:00:00
Angriff	O	O									1808-04-29 00:00:00
auf	O	O									1808-04-29 00:00:00
Kopenhagen	O	O									1808-04-29 00:00:00
denke	O	O									1808-04-29 00:00:00
?	O	O									1808-04-29 00:00:00
Ich	O	O									1808-04-29 00:00:00
erwiederte	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
# segment_iiif_link											
daß	O	O									1808-04-29 00:00:00
mir	O	O									1808-04-29 00:00:00
die	O	O									1808-04-29 00:00:00
Umstände	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
welche	O	O									1808-04-29 00:00:00
solchen	O	O									1808-04-29 00:00:00
veranlaßt	O	O									1808-04-29 00:00:00
hätten	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
zwar	O	O									1808-04-29 00:00:00
# segment_iiif_link											
ganz	O	O									1808-04-29 00:00:00
unbekannt	O	O									1808-04-29 00:00:00
wären	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
daß	O	O									1808-04-29 00:00:00
ich	O	O									1808-04-29 00:00:00
aber	O	O									1808-04-29 00:00:00
hoffe	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
die	O	O									1808-04-29 00:00:00
englische	O	O									1808-04-29 00:00:00
# segment_iiif_link											
Administration	O	O									1808-04-29 00:00:00
werde	O	O									1808-04-29 00:00:00
sich	O	O									1808-04-29 00:00:00
rechtfertigen	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
und	O	O									1808-04-29 00:00:00
der	O	O									1808-04-29 00:00:00
ganzen	O	O									1808-04-29 00:00:00
Welt	O	O									1808-04-29 00:00:00
# segment_iiif_link											
beweisen	O	O									1808-04-29 00:00:00
können	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
daß	O	O									1808-04-29 00:00:00
die	O	O									1808-04-29 00:00:00
Dänen	O	O									1808-04-29 00:00:00
im	O	O									1808-04-29 00:00:00
Begriff	O	O									1808-04-29 00:00:00
waren	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
ihre	O	O									1808-04-29 00:00:00
# segment_iiif_link											
ganze	O	O									1808-04-29 00:00:00
Macht	O	O									1808-04-29 00:00:00
mit	O	O									1808-04-29 00:00:00
der	O	O									1808-04-29 00:00:00
französischen	O	O									1808-04-29 00:00:00
gegen	O	O									1808-04-29 00:00:00
England	B-LOC	B-ORG									1808-04-29 00:00:00
zu	O	O									1808-04-29 00:00:00
# segment_iiif_link											
vereinigen	O	O									1808-04-29 00:00:00
.	O	O									1808-04-29 00:00:00
Se	O	O									1808-04-29 00:00:00
.	O	O									1808-04-29 00:00:00
Kaiserl	O	O									1808-04-29 00:00:00
.	O	O									1808-04-29 00:00:00
Majestät	O	O									1808-04-29 00:00:00
bemerkten	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
daß	O	O									1808-04-29 00:00:00
ich	O	O									1808-04-29 00:00:00
un	O	O									1808-04-29 00:00:00
¬	O	O									1808-04-29 00:00:00
# segment_iiif_link											
möglich	O	O									1808-04-29 00:00:00
dieser	O	O									1808-04-29 00:00:00
Meynung	O	O									1808-04-29 00:00:00
seyn	O	O									1808-04-29 00:00:00
könne	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
wenn	O	O									1808-04-29 00:00:00
ich	O	O									1808-04-29 00:00:00
noch	O	O									1808-04-29 00:00:00
der	O	O									1808-04-29 00:00:00
Un	O	O									1808-04-29 00:00:00
¬	O	O									1808-04-29 00:00:00
# segment_iiif_link											
terredungen	O	O									1808-04-29 00:00:00
gedächte	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
die	O	O									1808-04-29 00:00:00
wir	O	O									1808-04-29 00:00:00
in	O	O									1808-04-29 00:00:00
Bartenstein	O	O									1808-04-29 00:00:00
gehabt	O	O									1808-04-29 00:00:00
hät	O	O									1808-04-29 00:00:00
¬	O	O									1808-04-29 00:00:00
# segment_iiif_link											
ten	O	O									1808-04-29 00:00:00
.	O	O									1808-04-29 00:00:00
In	O	O									1808-04-29 00:00:00
diesen	O	O									1808-04-29 00:00:00
sagte	O	O									1808-04-29 00:00:00
der	O	O									1808-04-29 00:00:00
Kaiser	O	O									1808-04-29 00:00:00
mir	O	O									1808-04-29 00:00:00
,	O	O									1808-04-29 00:00:00
er	O	O									1808-04-29 00:00:00
habe	O	O									1808-04-29 00:00:00
alle	O	O									1808-04-29 00:00:00
mögliche	O	O									1808-04-29 00:00:00
# segment_iiif_link											
